"","benchmark","class","run","timeBudget","tool","score"
"2079","FESCAR-17","com.alibaba.fescar.core.protocol.transaction.GlobalBeginResponse",10,60,"randoop",5.78471831526432
"2080","FESCAR-23","com.alibaba.fescar.core.protocol.MergeResultMessage",10,60,"randoop",1.61089784829426
"2081","FESCAR-25","com.alibaba.fescar.core.rpc.netty.RmMessageListener",10,60,"randoop",1.86172019343631
"2082","FESCAR-28","com.alibaba.fescar.core.rpc.ClientType",10,60,"randoop",6.81320463946792
"2083","FESCAR-32","com.alibaba.fescar.core.protocol.transaction.BranchRegisterRequest",10,60,"randoop",4.44301873639719
"2084","FESCAR-33","com.alibaba.fescar.core.model.GlobalStatus",10,60,"randoop",6.79787647287324
"2085","FESCAR-34","com.alibaba.fescar.core.protocol.ResultCode",10,60,"randoop",6.77200902934537
"2086","FESCAR-37","com.alibaba.fescar.core.rpc.RpcContext",10,60,"randoop",2.4378776668145
"2087","FESCAR-41","com.alibaba.fescar.core.rpc.netty.RmRpcClient",10,60,"randoop",0
"2088","FESCAR-42","com.alibaba.fescar.core.rpc.DefaultServerMessageListenerImpl",10,60,"randoop",0
"2089","SPOON-105","spoon.support.compiler.jdt.PositionBuilder",10,60,"randoop",0.997383727864663
"2090","SPOON-155","spoon.reflect.visitor.filter.AllMethodsSameSignatureFunction",10,60,"randoop",0.430163249617542
"2091","SPOON-169","spoon.reflect.visitor.ImportScannerImpl",10,60,"randoop",0.719791554373789
"2092","SPOON-16","spoon.reflect.path.CtElementPathBuilder",10,60,"randoop",0.471940548428633
"2093","SPOON-20","spoon.support.reflect.reference.CtLocalVariableReferenceImpl",10,60,"randoop",0.783889716177862
"2094","SPOON-211","spoon.reflect.path.impl.CtRolePathElement",10,60,"randoop",0.237244971140085
"2095","SPOON-253","spoon.pattern.internal.parameter.MapParameterInfo",10,60,"randoop",1.65630274774989
"2096","SPOON-25","spoon.pattern.internal.ValueConvertorImpl",10,60,"randoop",0.175955701032399
"2097","SPOON-32","spoon.MavenLauncher",10,60,"randoop",0.359925135571801
"2098","SPOON-65","spoon.support.DefaultCoreFactory",10,60,"randoop",0.186060834886644
"2099","GUAVA-2","com.google.common.collect.MinMaxPriorityQueue",1,180,"randoop",4.55859743124584
"2100","GUAVA-22","com.google.common.graph.Graphs",1,180,"randoop",1.05053478110162
"2101","GUAVA-39","com.google.common.collect.TreeMultiset",1,180,"randoop",3.61319568753054
"2102","GUAVA-47","com.google.common.collect.FilteredEntryMultimap",1,180,"randoop",0.0260256045097167
"2103","GUAVA-90","com.google.common.io.FileBackedOutputStream",1,180,"randoop",6.0321362266557
"2104","GUAVA-95","com.google.common.collect.ComparatorOrdering",1,180,"randoop",2.35682941973235
"2105","GUAVA-102","com.google.common.collect.LinkedListMultimap",1,180,"randoop",1.36606805906087
"2106","GUAVA-110","com.google.common.collect.LexicographicalOrdering",1,180,"randoop",0.91310151187905
"2107","GUAVA-128","com.google.common.base.Throwables",1,180,"randoop",2.04854024405669
"2108","GUAVA-129","com.google.common.collect.SparseImmutableTable",1,180,"randoop",1.63544775943653
"2109","GUAVA-159","com.google.common.primitives.ParseRequest",1,180,"randoop",4.55200018355756
"2110","GUAVA-169","com.google.common.math.LongMath",1,180,"randoop",2.01671922324251
"2111","GUAVA-177","com.google.common.primitives.Doubles",1,180,"randoop",6.61696175574901
"2112","GUAVA-181","com.google.common.primitives.SignedBytes",1,180,"randoop",5.65011426579723
"2113","GUAVA-184","com.google.thirdparty.publicsuffix.PublicSuffixType",1,180,"randoop",6.86626050374375
"2114","GUAVA-196","com.google.common.io.Closeables",1,180,"randoop",1.73318807566604
"2115","GUAVA-206","com.google.common.collect.ImmutableEnumSet",1,180,"randoop",0
"2116","GUAVA-212","com.google.common.net.MediaType",1,180,"randoop",2.64889199745069
"2117","GUAVA-224","com.google.common.primitives.UnsignedLongs",1,180,"randoop",6.73883314538515
"2118","GUAVA-240","com.google.common.collect.FilteredMultimapValues",1,180,"randoop",0.0380696342650382
"2119","PDFBOX-8","org.apache.pdfbox.pdmodel.font.FileSystemFontProvider",1,180,"randoop",1.80904831433119
"2120","PDFBOX-22","org.apache.pdfbox.pdmodel.fdf.FDFAnnotationCaret",1,180,"randoop",1.99904304590239
"2121","PDFBOX-26","org.apache.pdfbox.pdmodel.encryption.SecurityProvider",1,180,"randoop",5.42369583340214
"2122","PDFBOX-40","org.apache.pdfbox.pdmodel.font.PDCIDFontType2",1,180,"randoop",0.00778252766368688
"2123","PDFBOX-62","org.apache.pdfbox.rendering.PageDrawer",1,180,"randoop",0.0539283016334357
"2124","PDFBOX-83","org.apache.pdfbox.contentstream.operator.text.SetTextRenderingMode",1,180,"randoop",0.628970870883929
"2125","PDFBOX-91","org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.PDArtifactMarkedContent",1,180,"randoop",0.154242607808447
"2126","PDFBOX-117","org.apache.pdfbox.filter.Predictor",1,180,"randoop",0
"2127","PDFBOX-127","org.apache.pdfbox.pdfparser.PDFObjectStreamParser",1,180,"randoop",0.0309181452410791
"2128","PDFBOX-130","org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDVisibleSignDesigner",1,180,"randoop",0.0953696659734074
"2129","PDFBOX-157","org.apache.pdfbox.pdmodel.font.PDType1Font",1,180,"randoop",2.95005536405244
"2130","PDFBOX-198","org.apache.pdfbox.pdmodel.fdf.FDFAnnotationLine",1,180,"randoop",3.1802877281144
"2131","PDFBOX-214","org.apache.pdfbox.pdfparser.EndstreamOutputStream",1,180,"randoop",4.87901452492888
"2132","PDFBOX-220","org.apache.pdfbox.filter.JPXFilter",1,180,"randoop",0.0539789756389886
"2133","PDFBOX-229","org.apache.pdfbox.util.XMLUtil",1,180,"randoop",0.395691360738624
"2134","PDFBOX-234","org.apache.pdfbox.pdmodel.interactive.action.PDActionSound",1,180,"randoop",6.27813137911995
"2135","PDFBOX-235","org.apache.pdfbox.pdmodel.font.PDTrueTypeFontEmbedder",1,180,"randoop",0
"2136","PDFBOX-265","org.apache.pdfbox.pdmodel.font.PDType3Font",1,180,"randoop",0.00915791144665699
"2137","PDFBOX-278","org.apache.pdfbox.pdfwriter.ContentStreamWriter",1,180,"randoop",1.53525867237687
"2138","PDFBOX-285","org.apache.pdfbox.pdmodel.interactive.digitalsignature.PDSignature",1,180,"randoop",2.56893019621276
"2139","FESCAR-2","com.alibaba.fescar.core.service.ServiceManagerStaticConfigImpl",1,180,"randoop",0.312733350205492
"2140","FESCAR-5","com.alibaba.fescar.core.protocol.MessageFuture",1,180,"randoop",3.41399461832661
"2141","FESCAR-6","com.alibaba.fescar.core.rpc.netty.TmRpcClient",1,180,"randoop",0
"2142","FESCAR-7","com.alibaba.fescar.core.rpc.netty.MessageCodecHandler",1,180,"randoop",0.0415771281291601
"2143","FESCAR-8","com.alibaba.fescar.core.rpc.netty.NettyPoolableFactory",1,180,"randoop",0.0494217653454581
"2144","FESCAR-9","com.alibaba.fescar.core.protocol.transaction.GlobalBeginRequest",1,180,"randoop",4.26300490189534
"2145","FESCAR-10","com.alibaba.fescar.core.model.BranchType",1,180,"randoop",6.91885718051079
"2146","FESCAR-12","com.alibaba.fescar.core.rpc.netty.RpcServerHandler",1,180,"randoop",0.253581965171526
"2147","FESCAR-13","com.alibaba.fescar.core.exception.TransactionExceptionCode",1,180,"randoop",6.9334771387851
"2148","FESCAR-15","com.alibaba.fescar.core.rpc.netty.RpcServer",1,180,"randoop",0
"2149","FESCAR-17","com.alibaba.fescar.core.protocol.transaction.GlobalBeginResponse",1,180,"randoop",5.77459198799636
"2150","FESCAR-23","com.alibaba.fescar.core.protocol.MergeResultMessage",1,180,"randoop",1.64578402254338
"2151","FESCAR-25","com.alibaba.fescar.core.rpc.netty.RmMessageListener",1,180,"randoop",1.9400441723928
"2152","FESCAR-28","com.alibaba.fescar.core.rpc.ClientType",1,180,"randoop",6.92627366476835
"2153","FESCAR-32","com.alibaba.fescar.core.protocol.transaction.BranchRegisterRequest",1,180,"randoop",4.36971463582357
"2154","FESCAR-33","com.alibaba.fescar.core.model.GlobalStatus",1,180,"randoop",6.93404948489918
"2155","FESCAR-34","com.alibaba.fescar.core.protocol.ResultCode",1,180,"randoop",6.93061682489742
"2156","FESCAR-37","com.alibaba.fescar.core.rpc.RpcContext",1,180,"randoop",2.59891808419291
"2157","FESCAR-41","com.alibaba.fescar.core.rpc.netty.RmRpcClient",1,180,"randoop",0
"2158","FESCAR-42","com.alibaba.fescar.core.rpc.DefaultServerMessageListenerImpl",1,180,"randoop",0
"2159","SPOON-105","spoon.support.compiler.jdt.PositionBuilder",1,180,"randoop",1.01491347128335
"2160","SPOON-155","spoon.reflect.visitor.filter.AllMethodsSameSignatureFunction",1,180,"randoop",0.441011914063989
"2161","SPOON-169","spoon.reflect.visitor.ImportScannerImpl",1,180,"randoop",0.728757747764191
"2162","SPOON-16","spoon.reflect.path.CtElementPathBuilder",1,180,"randoop",0.485794578567572
"2163","SPOON-20","spoon.support.reflect.reference.CtLocalVariableReferenceImpl",1,180,"randoop",1.42934491608013
"2164","SPOON-211","spoon.reflect.path.impl.CtRolePathElement",1,180,"randoop",0.245841410481369
"2165","SPOON-253","spoon.pattern.internal.parameter.MapParameterInfo",1,180,"randoop",1.69212558841018
"2166","SPOON-25","spoon.pattern.internal.ValueConvertorImpl",1,180,"randoop",0.181374767299299
"2167","SPOON-32","spoon.MavenLauncher",1,180,"randoop",0.369966401569754
"2168","SPOON-65","spoon.support.DefaultCoreFactory",1,180,"randoop",0.179666697362913
"2169","GUAVA-2","com.google.common.collect.MinMaxPriorityQueue",2,180,"randoop",4.47543782208686
"2170","GUAVA-22","com.google.common.graph.Graphs",2,180,"randoop",1.04999173471913
"2171","GUAVA-39","com.google.common.collect.TreeMultiset",2,180,"randoop",3.61441219888351
"2172","GUAVA-47","com.google.common.collect.FilteredEntryMultimap",2,180,"randoop",0.0260649869037924
"2173","GUAVA-90","com.google.common.io.FileBackedOutputStream",2,180,"randoop",6.05967675960344
"2174","GUAVA-95","com.google.common.collect.ComparatorOrdering",2,180,"randoop",2.3648630608395
"2175","GUAVA-102","com.google.common.collect.LinkedListMultimap",2,180,"randoop",1.36549990751635
"2176","GUAVA-110","com.google.common.collect.LexicographicalOrdering",2,180,"randoop",0.914466209055484
"2177","GUAVA-128","com.google.common.base.Throwables",2,180,"randoop",2.04842759591538
"2178","GUAVA-129","com.google.common.collect.SparseImmutableTable",2,180,"randoop",1.63814472025948
"2179","GUAVA-159","com.google.common.primitives.ParseRequest",2,180,"randoop",4.58417364403462
"2180","GUAVA-169","com.google.common.math.LongMath",2,180,"randoop",2.02995072503296
"2181","GUAVA-177","com.google.common.primitives.Doubles",2,180,"randoop",6.61568032319494
"2182","GUAVA-181","com.google.common.primitives.SignedBytes",2,180,"randoop",5.92422710176486
"2183","GUAVA-184","com.google.thirdparty.publicsuffix.PublicSuffixType",2,180,"randoop",6.86540001852568
"2184","GUAVA-196","com.google.common.io.Closeables",2,180,"randoop",1.73388450677866
"2185","GUAVA-206","com.google.common.collect.ImmutableEnumSet",2,180,"randoop",0
"2186","GUAVA-212","com.google.common.net.MediaType",2,180,"randoop",2.65528508166018
"2187","GUAVA-224","com.google.common.primitives.UnsignedLongs",2,180,"randoop",6.69614002499677
"2188","GUAVA-240","com.google.common.collect.FilteredMultimapValues",2,180,"randoop",0.0379850387911642
"2189","PDFBOX-8","org.apache.pdfbox.pdmodel.font.FileSystemFontProvider",2,180,"randoop",1.83583214208177
"2190","PDFBOX-22","org.apache.pdfbox.pdmodel.fdf.FDFAnnotationCaret",2,180,"randoop",1.99736497252747
"2191","PDFBOX-26","org.apache.pdfbox.pdmodel.encryption.SecurityProvider",2,180,"randoop",5.41892300254649
"2192","PDFBOX-40","org.apache.pdfbox.pdmodel.font.PDCIDFontType2",2,180,"randoop",0.00777582421971438
"2193","PDFBOX-62","org.apache.pdfbox.rendering.PageDrawer",2,180,"randoop",0.053873542773088
"2194","PDFBOX-83","org.apache.pdfbox.contentstream.operator.text.SetTextRenderingMode",2,180,"randoop",0.621478296597061
"2195","PDFBOX-91","org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.PDArtifactMarkedContent",2,180,"randoop",0.154596667754569
"2196","PDFBOX-117","org.apache.pdfbox.filter.Predictor",2,180,"randoop",0
"2197","PDFBOX-127","org.apache.pdfbox.pdfparser.PDFObjectStreamParser",2,180,"randoop",0.0309110092650598
"2198","PDFBOX-130","org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDVisibleSignDesigner",2,180,"randoop",0.0953053379690054
"2199","PDFBOX-157","org.apache.pdfbox.pdmodel.font.PDType1Font",2,180,"randoop",2.95468635746717
"2200","PDFBOX-198","org.apache.pdfbox.pdmodel.fdf.FDFAnnotationLine",2,180,"randoop",3.17962775523578
"2201","PDFBOX-214","org.apache.pdfbox.pdfparser.EndstreamOutputStream",2,180,"randoop",1.7716966875234
"2202","PDFBOX-220","org.apache.pdfbox.filter.JPXFilter",2,180,"randoop",0.0540279869472387
"2203","PDFBOX-229","org.apache.pdfbox.util.XMLUtil",2,180,"randoop",0.396074461998856
"2204","PDFBOX-234","org.apache.pdfbox.pdmodel.interactive.action.PDActionSound",2,180,"randoop",6.28345573027806
"2205","PDFBOX-235","org.apache.pdfbox.pdmodel.font.PDTrueTypeFontEmbedder",2,180,"randoop",0
"2206","PDFBOX-265","org.apache.pdfbox.pdmodel.font.PDType3Font",2,180,"randoop",0.00914881250240156
"2207","PDFBOX-278","org.apache.pdfbox.pdfwriter.ContentStreamWriter",2,180,"randoop",1.53098003164713
"2208","PDFBOX-285","org.apache.pdfbox.pdmodel.interactive.digitalsignature.PDSignature",2,180,"randoop",2.60289468546638
"2209","FESCAR-2","com.alibaba.fescar.core.service.ServiceManagerStaticConfigImpl",2,180,"randoop",0.312478909552684
"2210","FESCAR-5","com.alibaba.fescar.core.protocol.MessageFuture",2,180,"randoop",3.4559335592446
"2211","FESCAR-6","com.alibaba.fescar.core.rpc.netty.TmRpcClient",2,180,"randoop",0
"2212","FESCAR-7","com.alibaba.fescar.core.rpc.netty.MessageCodecHandler",2,180,"randoop",0.042726470924043
"2213","FESCAR-8","com.alibaba.fescar.core.rpc.netty.NettyPoolableFactory",2,180,"randoop",0.0494850802483051
"2214","FESCAR-9","com.alibaba.fescar.core.protocol.transaction.GlobalBeginRequest",2,180,"randoop",4.24647613338176
"2215","FESCAR-10","com.alibaba.fescar.core.model.BranchType",2,180,"randoop",6.92216411022722
"2216","FESCAR-12","com.alibaba.fescar.core.rpc.netty.RpcServerHandler",2,180,"randoop",0.252099245703109
"2217","FESCAR-13","com.alibaba.fescar.core.exception.TransactionExceptionCode",2,180,"randoop",6.92459881292592
"2218","FESCAR-15","com.alibaba.fescar.core.rpc.netty.RpcServer",2,180,"randoop",0
"2219","FESCAR-17","com.alibaba.fescar.core.protocol.transaction.GlobalBeginResponse",2,180,"randoop",5.87162820214567
"2220","FESCAR-23","com.alibaba.fescar.core.protocol.MergeResultMessage",2,180,"randoop",1.64356164785187
"2221","FESCAR-25","com.alibaba.fescar.core.rpc.netty.RmMessageListener",2,180,"randoop",1.94816718399432
"2222","FESCAR-28","com.alibaba.fescar.core.rpc.ClientType",2,180,"randoop",6.9254742026086
"2223","FESCAR-32","com.alibaba.fescar.core.protocol.transaction.BranchRegisterRequest",2,180,"randoop",4.37537022867172
"2224","FESCAR-33","com.alibaba.fescar.core.model.GlobalStatus",2,180,"randoop",6.93259972489684
"2225","FESCAR-34","com.alibaba.fescar.core.protocol.ResultCode",2,180,"randoop",6.92821598438402
"2226","FESCAR-37","com.alibaba.fescar.core.rpc.RpcContext",2,180,"randoop",2.59623727442507
"2227","FESCAR-41","com.alibaba.fescar.core.rpc.netty.RmRpcClient",2,180,"randoop",0
"2228","SPOON-105","spoon.support.compiler.jdt.PositionBuilder",2,180,"randoop",1.00609283182174
"2229","SPOON-155","spoon.reflect.visitor.filter.AllMethodsSameSignatureFunction",2,180,"randoop",0.442595496043024
"2230","SPOON-169","spoon.reflect.visitor.ImportScannerImpl",2,180,"randoop",0.729875258705609
"2231","SPOON-16","spoon.reflect.path.CtElementPathBuilder",2,180,"randoop",0.482554544292139
"2232","SPOON-20","spoon.support.reflect.reference.CtLocalVariableReferenceImpl",2,180,"randoop",1.42669544916587
"2233","SPOON-211","spoon.reflect.path.impl.CtRolePathElement",2,180,"randoop",0.246856574770077
"2234","SPOON-253","spoon.pattern.internal.parameter.MapParameterInfo",2,180,"randoop",1.68938589562308
"2235","SPOON-25","spoon.pattern.internal.ValueConvertorImpl",2,180,"randoop",0.181470684650696
"2236","SPOON-32","spoon.MavenLauncher",2,180,"randoop",0.370159141011439
"2237","SPOON-65","spoon.support.DefaultCoreFactory",2,180,"randoop",0.178317353914613
"2238","GUAVA-2","com.google.common.collect.MinMaxPriorityQueue",3,180,"randoop",4.53772520075011
"2239","GUAVA-22","com.google.common.graph.Graphs",3,180,"randoop",1.04924163758758
"2240","GUAVA-39","com.google.common.collect.TreeMultiset",3,180,"randoop",3.63016311842443
"2241","GUAVA-47","com.google.common.collect.FilteredEntryMultimap",3,180,"randoop",0.0260412000131942
"2242","GUAVA-90","com.google.common.io.FileBackedOutputStream",3,180,"randoop",6.0338789533933
"2243","GUAVA-95","com.google.common.collect.ComparatorOrdering",3,180,"randoop",2.35344674212023
"2244","GUAVA-102","com.google.common.collect.LinkedListMultimap",3,180,"randoop",1.37020133986426
"2245","GUAVA-110","com.google.common.collect.LexicographicalOrdering",3,180,"randoop",0.916258899253426
"2246","GUAVA-128","com.google.common.base.Throwables",3,180,"randoop",2.04796586803303
"2247","GUAVA-129","com.google.common.collect.SparseImmutableTable",3,180,"randoop",1.63352424803433
"2248","GUAVA-159","com.google.common.primitives.ParseRequest",3,180,"randoop",4.59071297899448
"2249","GUAVA-169","com.google.common.math.LongMath",3,180,"randoop",2.09236522372908
"2250","GUAVA-177","com.google.common.primitives.Doubles",3,180,"randoop",6.56545771850776
"2251","GUAVA-181","com.google.common.primitives.SignedBytes",3,180,"randoop",6.00169565485679
"2252","GUAVA-184","com.google.thirdparty.publicsuffix.PublicSuffixType",3,180,"randoop",6.88201173219143
"2253","GUAVA-196","com.google.common.io.Closeables",3,180,"randoop",1.73335974643423
"2254","GUAVA-206","com.google.common.collect.ImmutableEnumSet",3,180,"randoop",0
"2255","GUAVA-212","com.google.common.net.MediaType",3,180,"randoop",2.64869000452087
"2256","GUAVA-224","com.google.common.primitives.UnsignedLongs",3,180,"randoop",6.64729445739834
"2257","GUAVA-240","com.google.common.collect.FilteredMultimapValues",3,180,"randoop",0.038073612195739
"2258","PDFBOX-8","org.apache.pdfbox.pdmodel.font.FileSystemFontProvider",3,180,"randoop",1.8338026647907
"2259","PDFBOX-22","org.apache.pdfbox.pdmodel.fdf.FDFAnnotationCaret",3,180,"randoop",2.00368875473679
"2260","PDFBOX-26","org.apache.pdfbox.pdmodel.encryption.SecurityProvider",3,180,"randoop",5.42617505287042
"2261","PDFBOX-40","org.apache.pdfbox.pdmodel.font.PDCIDFontType2",3,180,"randoop",0.00779434012318522
"2262","PDFBOX-62","org.apache.pdfbox.rendering.PageDrawer",3,180,"randoop",0.053902832323787
"2263","PDFBOX-83","org.apache.pdfbox.contentstream.operator.text.SetTextRenderingMode",3,180,"randoop",0.626515536424917
"2264","PDFBOX-91","org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.PDArtifactMarkedContent",3,180,"randoop",0.154503380791624
"2265","PDFBOX-117","org.apache.pdfbox.filter.Predictor",3,180,"randoop",0
"2266","PDFBOX-127","org.apache.pdfbox.pdfparser.PDFObjectStreamParser",3,180,"randoop",0.0309353190600063
"2267","PDFBOX-130","org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDVisibleSignDesigner",3,180,"randoop",0.0954602906765976
"2268","PDFBOX-157","org.apache.pdfbox.pdmodel.font.PDType1Font",3,180,"randoop",2.95576579205653
"2269","PDFBOX-198","org.apache.pdfbox.pdmodel.fdf.FDFAnnotationLine",3,180,"randoop",3.1851765706033
"2270","PDFBOX-214","org.apache.pdfbox.pdfparser.EndstreamOutputStream",3,180,"randoop",4.82969223812962
"2271","PDFBOX-220","org.apache.pdfbox.filter.JPXFilter",3,180,"randoop",0.0539786788718456
"2272","PDFBOX-229","org.apache.pdfbox.util.XMLUtil",3,180,"randoop",0.396100609554827
"2273","PDFBOX-234","org.apache.pdfbox.pdmodel.interactive.action.PDActionSound",3,180,"randoop",6.27394694142906
"2274","PDFBOX-235","org.apache.pdfbox.pdmodel.font.PDTrueTypeFontEmbedder",3,180,"randoop",0
"2275","PDFBOX-265","org.apache.pdfbox.pdmodel.font.PDType3Font",3,180,"randoop",0.00916481053586649
"2276","PDFBOX-278","org.apache.pdfbox.pdfwriter.ContentStreamWriter",3,180,"randoop",1.53949348397007
"2277","PDFBOX-285","org.apache.pdfbox.pdmodel.interactive.digitalsignature.PDSignature",3,180,"randoop",2.61176107610435
"2278","FESCAR-2","com.alibaba.fescar.core.service.ServiceManagerStaticConfigImpl",3,180,"randoop",0.312862447986614
"2279","FESCAR-5","com.alibaba.fescar.core.protocol.MessageFuture",3,180,"randoop",3.43732880180147
"2280","FESCAR-6","com.alibaba.fescar.core.rpc.netty.TmRpcClient",3,180,"randoop",0
"2281","FESCAR-7","com.alibaba.fescar.core.rpc.netty.MessageCodecHandler",3,180,"randoop",0.0410856970188522
"2282","FESCAR-8","com.alibaba.fescar.core.rpc.netty.NettyPoolableFactory",3,180,"randoop",0.0494644103567483
"2283","FESCAR-9","com.alibaba.fescar.core.protocol.transaction.GlobalBeginRequest",3,180,"randoop",4.30529714356836
"2284","FESCAR-10","com.alibaba.fescar.core.model.BranchType",3,180,"randoop",6.93542350117792
"2285","FESCAR-12","com.alibaba.fescar.core.rpc.netty.RpcServerHandler",3,180,"randoop",0.252591994037226
"2286","FESCAR-13","com.alibaba.fescar.core.exception.TransactionExceptionCode",3,180,"randoop",6.93145560567719
"2287","FESCAR-15","com.alibaba.fescar.core.rpc.netty.RpcServer",3,180,"randoop",0
"2288","FESCAR-17","com.alibaba.fescar.core.protocol.transaction.GlobalBeginResponse",3,180,"randoop",5.87623796374505
"2289","FESCAR-23","com.alibaba.fescar.core.protocol.MergeResultMessage",3,180,"randoop",1.65481494004209
"2290","FESCAR-25","com.alibaba.fescar.core.rpc.netty.RmMessageListener",3,180,"randoop",1.94785881864923
"2291","FESCAR-28","com.alibaba.fescar.core.rpc.ClientType",3,180,"randoop",6.9296639113003
"2292","FESCAR-32","com.alibaba.fescar.core.protocol.transaction.BranchRegisterRequest",3,180,"randoop",4.39096464439168
"2293","FESCAR-33","com.alibaba.fescar.core.model.GlobalStatus",3,180,"randoop",6.92475103871266
"2294","FESCAR-34","com.alibaba.fescar.core.protocol.ResultCode",3,180,"randoop",6.92821598438402
"2295","FESCAR-37","com.alibaba.fescar.core.rpc.RpcContext",3,180,"randoop",2.58782175383533
"2296","FESCAR-41","com.alibaba.fescar.core.rpc.netty.RmRpcClient",3,180,"randoop",0
"2297","FESCAR-42","com.alibaba.fescar.core.rpc.DefaultServerMessageListenerImpl",3,180,"randoop",0
"2298","SPOON-105","spoon.support.compiler.jdt.PositionBuilder",3,180,"randoop",1.01560000619646
"2299","SPOON-155","spoon.reflect.visitor.filter.AllMethodsSameSignatureFunction",3,180,"randoop",0.442249852384619
"2300","SPOON-169","spoon.reflect.visitor.ImportScannerImpl",3,180,"randoop",0.744320076636288
"2301","SPOON-16","spoon.reflect.path.CtElementPathBuilder",3,180,"randoop",0.485027377157203
"2302","SPOON-20","spoon.support.reflect.reference.CtLocalVariableReferenceImpl",3,180,"randoop",1.42837049982145
"2303","SPOON-211","spoon.reflect.path.impl.CtRolePathElement",3,180,"randoop",0.246557996992547
"2304","SPOON-253","spoon.pattern.internal.parameter.MapParameterInfo",3,180,"randoop",1.68054284272408
"2305","SPOON-25","spoon.pattern.internal.ValueConvertorImpl",3,180,"randoop",0.181856364262182
"2306","SPOON-32","spoon.MavenLauncher",3,180,"randoop",0.369869093738527
"2307","SPOON-65","spoon.support.DefaultCoreFactory",3,180,"randoop",0.181723885104621
"2308","GUAVA-2","com.google.common.collect.MinMaxPriorityQueue",4,180,"randoop",4.56425632909692
"2309","GUAVA-22","com.google.common.graph.Graphs",4,180,"randoop",1.05023430306431
"2310","GUAVA-39","com.google.common.collect.TreeMultiset",4,180,"randoop",3.63091564390571
"2311","GUAVA-47","com.google.common.collect.FilteredEntryMultimap",4,180,"randoop",0.0260339007084403
"2312","GUAVA-90","com.google.common.io.FileBackedOutputStream",4,180,"randoop",6.06249777636595
"2313","GUAVA-95","com.google.common.collect.ComparatorOrdering",4,180,"randoop",2.36975864417121
"2314","GUAVA-102","com.google.common.collect.LinkedListMultimap",4,180,"randoop",1.36830788330774
"2315","GUAVA-110","com.google.common.collect.LexicographicalOrdering",4,180,"randoop",0.917497957915056
"2316","GUAVA-128","com.google.common.base.Throwables",4,180,"randoop",2.04426830641577
"2317","GUAVA-129","com.google.common.collect.SparseImmutableTable",4,180,"randoop",1.62834622549339
"2318","GUAVA-159","com.google.common.primitives.ParseRequest",4,180,"randoop",4.58001515521877
"2319","GUAVA-169","com.google.common.math.LongMath",4,180,"randoop",2.07205298812175
"2320","GUAVA-177","com.google.common.primitives.Doubles",4,180,"randoop",6.63871480007989
"2321","GUAVA-181","com.google.common.primitives.SignedBytes",4,180,"randoop",5.88180328975881
"2322","GUAVA-184","com.google.thirdparty.publicsuffix.PublicSuffixType",4,180,"randoop",6.88987680244098
"2323","GUAVA-196","com.google.common.io.Closeables",4,180,"randoop",1.7338177014531
"2324","GUAVA-206","com.google.common.collect.ImmutableEnumSet",4,180,"randoop",0
"2325","GUAVA-212","com.google.common.net.MediaType",4,180,"randoop",2.50229909764866
"2326","GUAVA-224","com.google.common.primitives.UnsignedLongs",4,180,"randoop",2.87097955184184
"2327","GUAVA-240","com.google.common.collect.FilteredMultimapValues",4,180,"randoop",0.0380610531408403
"2328","PDFBOX-8","org.apache.pdfbox.pdmodel.font.FileSystemFontProvider",4,180,"randoop",1.79396791923666
"2329","PDFBOX-22","org.apache.pdfbox.pdmodel.fdf.FDFAnnotationCaret",4,180,"randoop",2.00146705483941
"2330","PDFBOX-26","org.apache.pdfbox.pdmodel.encryption.SecurityProvider",4,180,"randoop",5.42874627472588
"2331","PDFBOX-40","org.apache.pdfbox.pdmodel.font.PDCIDFontType2",4,180,"randoop",0.00778971358849781
"2332","PDFBOX-62","org.apache.pdfbox.rendering.PageDrawer",4,180,"randoop",0.0539908923750536
"2333","PDFBOX-83","org.apache.pdfbox.contentstream.operator.text.SetTextRenderingMode",4,180,"randoop",0.626929653849696
"2334","PDFBOX-91","org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.PDArtifactMarkedContent",4,180,"randoop",0.153866838104725
"2335","PDFBOX-117","org.apache.pdfbox.filter.Predictor",4,180,"randoop",0
"2336","PDFBOX-127","org.apache.pdfbox.pdfparser.PDFObjectStreamParser",4,180,"randoop",0.0309487653505876
"2337","PDFBOX-130","org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDVisibleSignDesigner",4,180,"randoop",0.0953701893211875
"2338","PDFBOX-157","org.apache.pdfbox.pdmodel.font.PDType1Font",4,180,"randoop",2.95351115421498
"2339","PDFBOX-198","org.apache.pdfbox.pdmodel.fdf.FDFAnnotationLine",4,180,"randoop",3.18449714988924
"2340","PDFBOX-214","org.apache.pdfbox.pdfparser.EndstreamOutputStream",4,180,"randoop",4.91161609816358
"2341","PDFBOX-220","org.apache.pdfbox.filter.JPXFilter",4,180,"randoop",0.0539158378271518
