"","benchmark","class","run","timeBudget","tool","score"
"522","PDFBOX-198","org.apache.pdfbox.pdmodel.fdf.FDFAnnotationLine",8,60,"evosuite",3.5425945
"523","PDFBOX-214","org.apache.pdfbox.pdfparser.EndstreamOutputStream",8,60,"evosuite",4.54545456
"524","PDFBOX-220","org.apache.pdfbox.filter.JPXFilter",8,60,"evosuite",0.476237446176689
"525","PDFBOX-229","org.apache.pdfbox.util.XMLUtil",8,60,"evosuite",2.7914286
"526","PDFBOX-234","org.apache.pdfbox.pdmodel.interactive.action.PDActionSound",8,60,"evosuite",2.75452196
"527","PDFBOX-235","org.apache.pdfbox.pdmodel.font.PDTrueTypeFontEmbedder",8,60,"evosuite",0
"528","PDFBOX-265","org.apache.pdfbox.pdmodel.font.PDType3Font",8,60,"evosuite",1.4548611
"529","PDFBOX-278","org.apache.pdfbox.pdfwriter.ContentStreamWriter",8,60,"evosuite",2.93333328
"530","PDFBOX-285","org.apache.pdfbox.pdmodel.interactive.digitalsignature.PDSignature",8,60,"evosuite",2.5124876
"531","FESCAR-2","com.alibaba.fescar.core.service.ServiceManagerStaticConfigImpl",8,60,"evosuite",0.31578945
"532","FESCAR-5","com.alibaba.fescar.core.protocol.MessageFuture",8,60,"evosuite",6.75454544
"533","FESCAR-6","com.alibaba.fescar.core.rpc.netty.TmRpcClient",8,60,"evosuite",0
"534","FESCAR-7","com.alibaba.fescar.core.rpc.netty.MessageCodecHandler",8,60,"evosuite",2.4413461
"535","FESCAR-8","com.alibaba.fescar.core.rpc.netty.NettyPoolableFactory",8,60,"evosuite",1.43802127060533
"536","FESCAR-9","com.alibaba.fescar.core.protocol.transaction.GlobalBeginRequest",8,60,"evosuite",7
"537","FESCAR-10","com.alibaba.fescar.core.model.BranchType",8,60,"evosuite",7
"538","FESCAR-12","com.alibaba.fescar.core.rpc.netty.RpcServerHandler",8,60,"evosuite",6.75
"539","FESCAR-13","com.alibaba.fescar.core.exception.TransactionExceptionCode",8,60,"evosuite",7
"540","FESCAR-15","com.alibaba.fescar.core.rpc.netty.RpcServer",8,60,"evosuite",0.0080995266798419
"541","FESCAR-17","com.alibaba.fescar.core.protocol.transaction.GlobalBeginResponse",8,60,"evosuite",7
"542","FESCAR-23","com.alibaba.fescar.core.protocol.MergeResultMessage",8,60,"evosuite",2.3333333
"543","FESCAR-25","com.alibaba.fescar.core.rpc.netty.RmMessageListener",8,60,"evosuite",2.418810450807
"544","FESCAR-28","com.alibaba.fescar.core.rpc.ClientType",8,60,"evosuite",0
"545","FESCAR-32","com.alibaba.fescar.core.protocol.transaction.BranchRegisterRequest",8,60,"evosuite",7
"546","FESCAR-33","com.alibaba.fescar.core.model.GlobalStatus",8,60,"evosuite",7
"547","FESCAR-34","com.alibaba.fescar.core.protocol.ResultCode",8,60,"evosuite",7
"548","FESCAR-37","com.alibaba.fescar.core.rpc.RpcContext",8,60,"evosuite",2.77033795
"549","FESCAR-41","com.alibaba.fescar.core.rpc.netty.RmRpcClient",8,60,"evosuite",0
"550","FESCAR-42","com.alibaba.fescar.core.rpc.DefaultServerMessageListenerImpl",8,60,"evosuite",0
"551","SPOON-105","spoon.support.compiler.jdt.PositionBuilder",8,60,"evosuite",0
"552","SPOON-155","spoon.reflect.visitor.filter.AllMethodsSameSignatureFunction",8,60,"evosuite",0
"553","SPOON-169","spoon.reflect.visitor.ImportScannerImpl",8,60,"evosuite",0
"554","SPOON-16","spoon.reflect.path.CtElementPathBuilder",8,60,"evosuite",0.25557809
"555","SPOON-20","spoon.support.reflect.reference.CtLocalVariableReferenceImpl",8,60,"evosuite",0.82857143
"556","SPOON-211","spoon.reflect.path.impl.CtRolePathElement",8,60,"evosuite",0
"557","SPOON-253","spoon.pattern.internal.parameter.MapParameterInfo",8,60,"evosuite",1.41885967
"558","SPOON-25","spoon.pattern.internal.ValueConvertorImpl",8,60,"evosuite",0.0126098104325165
"559","SPOON-32","spoon.MavenLauncher",8,60,"evosuite",0.8166667
"560","SPOON-65","spoon.support.DefaultCoreFactory",8,60,"evosuite",0.43871376
"561","GUAVA-2","com.google.common.collect.MinMaxPriorityQueue",9,60,"evosuite",0
"562","GUAVA-22","com.google.common.graph.Graphs",9,60,"evosuite",1.47821351
"563","GUAVA-39","com.google.common.collect.TreeMultiset",9,60,"evosuite",3.11246274
"564","GUAVA-47","com.google.common.collect.FilteredEntryMultimap",9,60,"evosuite",0
"565","GUAVA-90","com.google.common.io.FileBackedOutputStream",9,60,"evosuite",6.72279866
"566","GUAVA-95","com.google.common.collect.ComparatorOrdering",9,60,"evosuite",0.08333334
"567","GUAVA-102","com.google.common.collect.LinkedListMultimap",9,60,"evosuite",1.793008426
"568","GUAVA-110","com.google.common.collect.LexicographicalOrdering",9,60,"evosuite",0
"569","GUAVA-128","com.google.common.base.Throwables",9,60,"evosuite",6.13092302
"570","GUAVA-129","com.google.common.collect.SparseImmutableTable",9,60,"evosuite",1.18817198
"571","GUAVA-159","com.google.common.primitives.ParseRequest",9,60,"evosuite",5
"572","GUAVA-169","com.google.common.math.LongMath",9,60,"evosuite",6.8081695
"573","GUAVA-177","com.google.common.primitives.Doubles",9,60,"evosuite",6.9807692
"574","GUAVA-181","com.google.common.primitives.SignedBytes",9,60,"evosuite",7
"575","GUAVA-184","com.google.thirdparty.publicsuffix.PublicSuffixType",9,60,"evosuite",7
"576","GUAVA-196","com.google.common.io.Closeables",9,60,"evosuite",5.45
"577","GUAVA-206","com.google.common.collect.ImmutableEnumSet",9,60,"evosuite",0
"578","GUAVA-212","com.google.common.net.MediaType",9,60,"evosuite",2.5241721
"579","GUAVA-224","com.google.common.primitives.UnsignedLongs",9,60,"evosuite",6.9642857
"580","GUAVA-240","com.google.common.collect.FilteredMultimapValues",9,60,"evosuite",0
"581","PDFBOX-8","org.apache.pdfbox.pdmodel.font.FileSystemFontProvider",9,60,"evosuite",2.55269582857143
"582","PDFBOX-22","org.apache.pdfbox.pdmodel.fdf.FDFAnnotationCaret",9,60,"evosuite",1.9246031
"583","PDFBOX-26","org.apache.pdfbox.pdmodel.encryption.SecurityProvider",9,60,"evosuite",6.57894737
"584","PDFBOX-40","org.apache.pdfbox.pdmodel.font.PDCIDFontType2",9,60,"evosuite",1.8415354
"585","PDFBOX-62","org.apache.pdfbox.rendering.PageDrawer",9,60,"evosuite",0.325353869118041
"586","PDFBOX-83","org.apache.pdfbox.contentstream.operator.text.SetTextRenderingMode",9,60,"evosuite",7
"587","PDFBOX-91","org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.PDArtifactMarkedContent",9,60,"evosuite",2.6973685
"588","PDFBOX-117","org.apache.pdfbox.filter.Predictor",9,60,"evosuite",2.06278938571429
"589","PDFBOX-127","org.apache.pdfbox.pdfparser.PDFObjectStreamParser",9,60,"evosuite",2.16815488
"590","PDFBOX-130","org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDVisibleSignDesigner",9,60,"evosuite",0
"591","PDFBOX-157","org.apache.pdfbox.pdmodel.font.PDType1Font",9,60,"evosuite",0
"592","PDFBOX-198","org.apache.pdfbox.pdmodel.fdf.FDFAnnotationLine",9,60,"evosuite",1.08396249142857
"593","PDFBOX-214","org.apache.pdfbox.pdfparser.EndstreamOutputStream",9,60,"evosuite",4.54545456
"594","PDFBOX-220","org.apache.pdfbox.filter.JPXFilter",9,60,"evosuite",0.48111888
"595","PDFBOX-229","org.apache.pdfbox.util.XMLUtil",9,60,"evosuite",2.7914286
"596","PDFBOX-234","org.apache.pdfbox.pdmodel.interactive.action.PDActionSound",9,60,"evosuite",2.75452196
"597","PDFBOX-235","org.apache.pdfbox.pdmodel.font.PDTrueTypeFontEmbedder",9,60,"evosuite",0
"598","PDFBOX-265","org.apache.pdfbox.pdmodel.font.PDType3Font",9,60,"evosuite",1.6354167
"599","PDFBOX-278","org.apache.pdfbox.pdfwriter.ContentStreamWriter",9,60,"evosuite",2.93333328
"600","PDFBOX-285","org.apache.pdfbox.pdmodel.interactive.digitalsignature.PDSignature",9,60,"evosuite",2.61438568
"601","FESCAR-2","com.alibaba.fescar.core.service.ServiceManagerStaticConfigImpl",9,60,"evosuite",0
"602","FESCAR-5","com.alibaba.fescar.core.protocol.MessageFuture",9,60,"evosuite",6.8
"603","FESCAR-6","com.alibaba.fescar.core.rpc.netty.TmRpcClient",9,60,"evosuite",0
"604","FESCAR-7","com.alibaba.fescar.core.rpc.netty.MessageCodecHandler",9,60,"evosuite",1.7576923
"605","FESCAR-8","com.alibaba.fescar.core.rpc.netty.NettyPoolableFactory",9,60,"evosuite",1.55791030565323
"606","FESCAR-9","com.alibaba.fescar.core.protocol.transaction.GlobalBeginRequest",9,60,"evosuite",6.60303048
"607","FESCAR-10","com.alibaba.fescar.core.model.BranchType",9,60,"evosuite",0
"608","FESCAR-12","com.alibaba.fescar.core.rpc.netty.RpcServerHandler",9,60,"evosuite",6.75
"609","FESCAR-13","com.alibaba.fescar.core.exception.TransactionExceptionCode",9,60,"evosuite",7
"610","FESCAR-15","com.alibaba.fescar.core.rpc.netty.RpcServer",9,60,"evosuite",0.0080890024506982
"611","FESCAR-17","com.alibaba.fescar.core.protocol.transaction.GlobalBeginResponse",9,60,"evosuite",7
"612","FESCAR-23","com.alibaba.fescar.core.protocol.MergeResultMessage",9,60,"evosuite",2.4761905
"613","FESCAR-25","com.alibaba.fescar.core.rpc.netty.RmMessageListener",9,60,"evosuite",2.3979758943077
"614","FESCAR-28","com.alibaba.fescar.core.rpc.ClientType",9,60,"evosuite",7
"615","FESCAR-32","com.alibaba.fescar.core.protocol.transaction.BranchRegisterRequest",9,60,"evosuite",6.68185624
"616","FESCAR-33","com.alibaba.fescar.core.model.GlobalStatus",9,60,"evosuite",7
"617","FESCAR-34","com.alibaba.fescar.core.protocol.ResultCode",9,60,"evosuite",7
"618","FESCAR-37","com.alibaba.fescar.core.rpc.RpcContext",9,60,"evosuite",2.77033795
"619","FESCAR-41","com.alibaba.fescar.core.rpc.netty.RmRpcClient",9,60,"evosuite",0
"620","FESCAR-42","com.alibaba.fescar.core.rpc.DefaultServerMessageListenerImpl",9,60,"evosuite",0.157172128349548
"621","SPOON-105","spoon.support.compiler.jdt.PositionBuilder",9,60,"evosuite",0.327282402220708
"622","SPOON-155","spoon.reflect.visitor.filter.AllMethodsSameSignatureFunction",9,60,"evosuite",0.0746342321780357
"623","SPOON-169","spoon.reflect.visitor.ImportScannerImpl",9,60,"evosuite",0
"624","SPOON-16","spoon.reflect.path.CtElementPathBuilder",9,60,"evosuite",0.25557809
"625","SPOON-20","spoon.support.reflect.reference.CtLocalVariableReferenceImpl",9,60,"evosuite",0
"626","SPOON-211","spoon.reflect.path.impl.CtRolePathElement",9,60,"evosuite",1.037157702
"627","SPOON-253","spoon.pattern.internal.parameter.MapParameterInfo",9,60,"evosuite",2.96296296296296
"628","SPOON-25","spoon.pattern.internal.ValueConvertorImpl",9,60,"evosuite",0
"629","SPOON-32","spoon.MavenLauncher",9,60,"evosuite",0.8166667
"630","SPOON-65","spoon.support.DefaultCoreFactory",9,60,"evosuite",0.10730594
"631","GUAVA-2","com.google.common.collect.MinMaxPriorityQueue",10,60,"evosuite",0
"632","GUAVA-22","com.google.common.graph.Graphs",10,60,"evosuite",1.27124178
"633","GUAVA-39","com.google.common.collect.TreeMultiset",10,60,"evosuite",1.5297481
"634","GUAVA-47","com.google.common.collect.FilteredEntryMultimap",10,60,"evosuite",0
"635","GUAVA-90","com.google.common.io.FileBackedOutputStream",10,60,"evosuite",6.84779866
"636","GUAVA-95","com.google.common.collect.ComparatorOrdering",10,60,"evosuite",4.75
"637","GUAVA-102","com.google.common.collect.LinkedListMultimap",10,60,"evosuite",2.9493864
"638","GUAVA-110","com.google.common.collect.LexicographicalOrdering",10,60,"evosuite",0
"639","GUAVA-128","com.google.common.base.Throwables",10,60,"evosuite",6.13092302
"640","GUAVA-129","com.google.common.collect.SparseImmutableTable",10,60,"evosuite",2.93817198
"641","GUAVA-159","com.google.common.primitives.ParseRequest",10,60,"evosuite",5
"642","GUAVA-169","com.google.common.math.LongMath",10,60,"evosuite",6.8229842
"643","GUAVA-177","com.google.common.primitives.Doubles",10,60,"evosuite",6.9903847
"644","GUAVA-181","com.google.common.primitives.SignedBytes",10,60,"evosuite",7
"645","GUAVA-184","com.google.thirdparty.publicsuffix.PublicSuffixType",10,60,"evosuite",7
"646","GUAVA-196","com.google.common.io.Closeables",10,60,"evosuite",6.8
"647","GUAVA-206","com.google.common.collect.ImmutableEnumSet",10,60,"evosuite",0.83116886
"648","GUAVA-212","com.google.common.net.MediaType",10,60,"evosuite",2.4936239
"649","GUAVA-224","com.google.common.primitives.UnsignedLongs",10,60,"evosuite",7
"650","GUAVA-240","com.google.common.collect.FilteredMultimapValues",10,60,"evosuite",0
"651","PDFBOX-8","org.apache.pdfbox.pdmodel.font.FileSystemFontProvider",10,60,"evosuite",3.48875905
"652","PDFBOX-22","org.apache.pdfbox.pdmodel.fdf.FDFAnnotationCaret",10,60,"evosuite",1.9246031
"653","PDFBOX-26","org.apache.pdfbox.pdmodel.encryption.SecurityProvider",10,60,"evosuite",6.57894737
"654","PDFBOX-40","org.apache.pdfbox.pdmodel.font.PDCIDFontType2",10,60,"evosuite",1.6771653
"655","PDFBOX-62","org.apache.pdfbox.rendering.PageDrawer",10,60,"evosuite",0
"656","PDFBOX-83","org.apache.pdfbox.contentstream.operator.text.SetTextRenderingMode",10,60,"evosuite",5.7857143
"657","PDFBOX-91","org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.PDArtifactMarkedContent",10,60,"evosuite",2.1447369
"658","PDFBOX-117","org.apache.pdfbox.filter.Predictor",10,60,"evosuite",2.9238472
"659","PDFBOX-127","org.apache.pdfbox.pdfparser.PDFObjectStreamParser",10,60,"evosuite",4.3854168
"660","PDFBOX-130","org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDVisibleSignDesigner",10,60,"evosuite",0
"661","PDFBOX-157","org.apache.pdfbox.pdmodel.font.PDType1Font",10,60,"evosuite",0
"662","PDFBOX-198","org.apache.pdfbox.pdmodel.fdf.FDFAnnotationLine",10,60,"evosuite",1.30880985737705
"663","PDFBOX-214","org.apache.pdfbox.pdfparser.EndstreamOutputStream",10,60,"evosuite",4.63636368
"664","PDFBOX-220","org.apache.pdfbox.filter.JPXFilter",10,60,"evosuite",0.48111888
"665","PDFBOX-229","org.apache.pdfbox.util.XMLUtil",10,60,"evosuite",1.425714304
"666","PDFBOX-234","org.apache.pdfbox.pdmodel.interactive.action.PDActionSound",10,60,"evosuite",2.75452196
"667","PDFBOX-235","org.apache.pdfbox.pdmodel.font.PDTrueTypeFontEmbedder",10,60,"evosuite",0
"668","PDFBOX-265","org.apache.pdfbox.pdmodel.font.PDType3Font",10,60,"evosuite",1.6254585509434
"669","PDFBOX-278","org.apache.pdfbox.pdfwriter.ContentStreamWriter",10,60,"evosuite",2.86839818
"670","PDFBOX-285","org.apache.pdfbox.pdmodel.interactive.digitalsignature.PDSignature",10,60,"evosuite",2.90909088
"671","FESCAR-2","com.alibaba.fescar.core.service.ServiceManagerStaticConfigImpl",10,60,"evosuite",0
"672","FESCAR-5","com.alibaba.fescar.core.protocol.MessageFuture",10,60,"evosuite",7
"673","FESCAR-6","com.alibaba.fescar.core.rpc.netty.TmRpcClient",10,60,"evosuite",0
"674","FESCAR-7","com.alibaba.fescar.core.rpc.netty.MessageCodecHandler",10,60,"evosuite",2.3932693
"675","FESCAR-8","com.alibaba.fescar.core.rpc.netty.NettyPoolableFactory",10,60,"evosuite",1.52890116663255
"676","FESCAR-9","com.alibaba.fescar.core.protocol.transaction.GlobalBeginRequest",10,60,"evosuite",7
"677","FESCAR-10","com.alibaba.fescar.core.model.BranchType",10,60,"evosuite",7
"678","FESCAR-12","com.alibaba.fescar.core.rpc.netty.RpcServerHandler",10,60,"evosuite",6.75
"679","FESCAR-13","com.alibaba.fescar.core.exception.TransactionExceptionCode",10,60,"evosuite",7
"680","FESCAR-15","com.alibaba.fescar.core.rpc.netty.RpcServer",10,60,"evosuite",0.00776131142884197
"681","FESCAR-17","com.alibaba.fescar.core.protocol.transaction.GlobalBeginResponse",10,60,"evosuite",7
"682","FESCAR-23","com.alibaba.fescar.core.protocol.MergeResultMessage",10,60,"evosuite",2.3333333
"683","FESCAR-25","com.alibaba.fescar.core.rpc.netty.RmMessageListener",10,60,"evosuite",2.13864095025898
"684","FESCAR-28","com.alibaba.fescar.core.rpc.ClientType",10,60,"evosuite",7
"685","FESCAR-32","com.alibaba.fescar.core.protocol.transaction.BranchRegisterRequest",10,60,"evosuite",6.68185624
"686","FESCAR-33","com.alibaba.fescar.core.model.GlobalStatus",10,60,"evosuite",7
"687","FESCAR-34","com.alibaba.fescar.core.protocol.ResultCode",10,60,"evosuite",7
"688","FESCAR-37","com.alibaba.fescar.core.rpc.RpcContext",10,60,"evosuite",2.1933668
"689","FESCAR-41","com.alibaba.fescar.core.rpc.netty.RmRpcClient",10,60,"evosuite",0
"690","FESCAR-42","com.alibaba.fescar.core.rpc.DefaultServerMessageListenerImpl",10,60,"evosuite",0.315474064519633
"691","SPOON-105","spoon.support.compiler.jdt.PositionBuilder",10,60,"evosuite",0.223160304
"692","SPOON-155","spoon.reflect.visitor.filter.AllMethodsSameSignatureFunction",10,60,"evosuite",0.17910448
"693","SPOON-169","spoon.reflect.visitor.ImportScannerImpl",10,60,"evosuite",0.0570811763791361
"694","SPOON-16","spoon.reflect.path.CtElementPathBuilder",10,60,"evosuite",1.7280104
"695","SPOON-20","spoon.support.reflect.reference.CtLocalVariableReferenceImpl",10,60,"evosuite",2.16190487
"696","SPOON-211","spoon.reflect.path.impl.CtRolePathElement",10,60,"evosuite",0.515417982093023
"697","SPOON-253","spoon.pattern.internal.parameter.MapParameterInfo",10,60,"evosuite",2.51644731666667
"698","SPOON-25","spoon.pattern.internal.ValueConvertorImpl",10,60,"evosuite",0
"699","SPOON-32","spoon.MavenLauncher",10,60,"evosuite",0.8166667
"700","SPOON-65","spoon.support.DefaultCoreFactory",10,60,"evosuite",0.0548950827231708
"701","GUAVA-2","com.google.common.collect.MinMaxPriorityQueue",1,180,"evosuite",0.018867924
"702","GUAVA-22","com.google.common.graph.Graphs",1,180,"evosuite",1.54901962
"703","GUAVA-39","com.google.common.collect.TreeMultiset",1,180,"evosuite",1.08108975
"704","GUAVA-47","com.google.common.collect.FilteredEntryMultimap",1,180,"evosuite",0.10526316
"705","GUAVA-90","com.google.common.io.FileBackedOutputStream",1,180,"evosuite",7
"706","GUAVA-95","com.google.common.collect.ComparatorOrdering",1,180,"evosuite",1.75
"707","GUAVA-102","com.google.common.collect.LinkedListMultimap",1,180,"evosuite",0.65449914
"708","GUAVA-110","com.google.common.collect.LexicographicalOrdering",1,180,"evosuite",0.67391304
"709","GUAVA-128","com.google.common.base.Throwables",1,180,"evosuite",0
"710","GUAVA-129","com.google.common.collect.SparseImmutableTable",1,180,"evosuite",2.93817198
"711","GUAVA-159","com.google.common.primitives.ParseRequest",1,180,"evosuite",5
"712","GUAVA-169","com.google.common.math.LongMath",1,180,"evosuite",6.84157255
"713","GUAVA-177","com.google.common.primitives.Doubles",1,180,"evosuite",6.9807692
"714","GUAVA-181","com.google.common.primitives.SignedBytes",1,180,"evosuite",7
"715","GUAVA-184","com.google.thirdparty.publicsuffix.PublicSuffixType",1,180,"evosuite",7
"716","GUAVA-196","com.google.common.io.Closeables",1,180,"evosuite",6.8
"717","GUAVA-206","com.google.common.collect.ImmutableEnumSet",1,180,"evosuite",0
"718","GUAVA-212","com.google.common.net.MediaType",1,180,"evosuite",2.629901
"719","GUAVA-224","com.google.common.primitives.UnsignedLongs",1,180,"evosuite",7
"720","GUAVA-240","com.google.common.collect.FilteredMultimapValues",1,180,"evosuite",0.15384616
"721","PDFBOX-8","org.apache.pdfbox.pdmodel.font.FileSystemFontProvider",1,180,"evosuite",3.61647149
"722","PDFBOX-22","org.apache.pdfbox.pdmodel.fdf.FDFAnnotationCaret",1,180,"evosuite",4.0198413
"723","PDFBOX-26","org.apache.pdfbox.pdmodel.encryption.SecurityProvider",1,180,"evosuite",6.57894737
"724","PDFBOX-40","org.apache.pdfbox.pdmodel.font.PDCIDFontType2",1,180,"evosuite",2.1702756
"725","PDFBOX-62","org.apache.pdfbox.rendering.PageDrawer",1,180,"evosuite",0.46985736
"726","PDFBOX-83","org.apache.pdfbox.contentstream.operator.text.SetTextRenderingMode",1,180,"evosuite",6.3571429
"727","PDFBOX-91","org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.PDArtifactMarkedContent",1,180,"evosuite",1.2894737
"728","PDFBOX-117","org.apache.pdfbox.filter.Predictor",1,180,"evosuite",2.88577082
"729","PDFBOX-127","org.apache.pdfbox.pdfparser.PDFObjectStreamParser",1,180,"evosuite",1.78125
"730","PDFBOX-130","org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDVisibleSignDesigner",1,180,"evosuite",0.13793103
"731","PDFBOX-157","org.apache.pdfbox.pdmodel.font.PDType1Font",1,180,"evosuite",0
"732","PDFBOX-198","org.apache.pdfbox.pdmodel.fdf.FDFAnnotationLine",1,180,"evosuite",1.3252033
"733","PDFBOX-214","org.apache.pdfbox.pdfparser.EndstreamOutputStream",1,180,"evosuite",0
"734","PDFBOX-220","org.apache.pdfbox.filter.JPXFilter",1,180,"evosuite",0.48111888
"735","PDFBOX-229","org.apache.pdfbox.util.XMLUtil",1,180,"evosuite",2.7914286
"736","PDFBOX-234","org.apache.pdfbox.pdmodel.interactive.action.PDActionSound",1,180,"evosuite",2.75452196
"737","PDFBOX-235","org.apache.pdfbox.pdmodel.font.PDTrueTypeFontEmbedder",1,180,"evosuite",0
"738","PDFBOX-265","org.apache.pdfbox.pdmodel.font.PDType3Font",1,180,"evosuite",2.05373118983051
"739","PDFBOX-278","org.apache.pdfbox.pdfwriter.ContentStreamWriter",1,180,"evosuite",2.93333328
"740","PDFBOX-285","org.apache.pdfbox.pdmodel.interactive.digitalsignature.PDSignature",1,180,"evosuite",3
"741","FESCAR-2","com.alibaba.fescar.core.service.ServiceManagerStaticConfigImpl",1,180,"evosuite",0.31578945
"742","FESCAR-5","com.alibaba.fescar.core.protocol.MessageFuture",1,180,"evosuite",7
"743","FESCAR-6","com.alibaba.fescar.core.rpc.netty.TmRpcClient",1,180,"evosuite",0.195681722
"744","FESCAR-7","com.alibaba.fescar.core.rpc.netty.MessageCodecHandler",1,180,"evosuite",2.55622705238095
"745","FESCAR-8","com.alibaba.fescar.core.rpc.netty.NettyPoolableFactory",1,180,"evosuite",1.95454555454545
"746","FESCAR-9","com.alibaba.fescar.core.protocol.transaction.GlobalBeginRequest",1,180,"evosuite",6.5696972
"747","FESCAR-10","com.alibaba.fescar.core.model.BranchType",1,180,"evosuite",7
"748","FESCAR-12","com.alibaba.fescar.core.rpc.netty.RpcServerHandler",1,180,"evosuite",6.75
"749","FESCAR-13","com.alibaba.fescar.core.exception.TransactionExceptionCode",1,180,"evosuite",7
"750","FESCAR-15","com.alibaba.fescar.core.rpc.netty.RpcServer",1,180,"evosuite",0.008196721
"751","FESCAR-17","com.alibaba.fescar.core.protocol.transaction.GlobalBeginResponse",1,180,"evosuite",6.9722222
"752","FESCAR-23","com.alibaba.fescar.core.protocol.MergeResultMessage",1,180,"evosuite",2.4761905
"753","FESCAR-25","com.alibaba.fescar.core.rpc.netty.RmMessageListener",1,180,"evosuite",2.59791118589282
"754","FESCAR-28","com.alibaba.fescar.core.rpc.ClientType",1,180,"evosuite",7
"755","FESCAR-32","com.alibaba.fescar.core.protocol.transaction.BranchRegisterRequest",1,180,"evosuite",0
"756","FESCAR-33","com.alibaba.fescar.core.model.GlobalStatus",1,180,"evosuite",7
"757","FESCAR-34","com.alibaba.fescar.core.protocol.ResultCode",1,180,"evosuite",7
"758","FESCAR-37","com.alibaba.fescar.core.rpc.RpcContext",1,180,"evosuite",2.77033795
"759","FESCAR-41","com.alibaba.fescar.core.rpc.netty.RmRpcClient",1,180,"evosuite",0.152325282
"760","FESCAR-42","com.alibaba.fescar.core.rpc.DefaultServerMessageListenerImpl",1,180,"evosuite",1.83484162307692
"761","SPOON-105","spoon.support.compiler.jdt.PositionBuilder",1,180,"evosuite",0.3861704
"762","SPOON-155","spoon.reflect.visitor.filter.AllMethodsSameSignatureFunction",1,180,"evosuite",0.1641791
"763","SPOON-169","spoon.reflect.visitor.ImportScannerImpl",1,180,"evosuite",0.49742171
"764","SPOON-16","spoon.reflect.path.CtElementPathBuilder",1,180,"evosuite",0.74042657
"765","SPOON-20","spoon.support.reflect.reference.CtLocalVariableReferenceImpl",1,180,"evosuite",0.82857143
"766","SPOON-211","spoon.reflect.path.impl.CtRolePathElement",1,180,"evosuite",0
"767","SPOON-253","spoon.pattern.internal.parameter.MapParameterInfo",1,180,"evosuite",3
"768","SPOON-25","spoon.pattern.internal.ValueConvertorImpl",1,180,"evosuite",0
"769","SPOON-32","spoon.MavenLauncher",1,180,"evosuite",0.8166667
"770","SPOON-65","spoon.support.DefaultCoreFactory",1,180,"evosuite",0
"771","GUAVA-2","com.google.common.collect.MinMaxPriorityQueue",2,180,"evosuite",2.34198116
"772","GUAVA-22","com.google.common.graph.Graphs",2,180,"evosuite",1.4477124
"773","GUAVA-39","com.google.common.collect.TreeMultiset",2,180,"evosuite",3.02961378
"774","GUAVA-47","com.google.common.collect.FilteredEntryMultimap",2,180,"evosuite",0.0922515862659941
"775","GUAVA-90","com.google.common.io.FileBackedOutputStream",2,180,"evosuite",7
"776","GUAVA-95","com.google.common.collect.ComparatorOrdering",2,180,"evosuite",0.33333336
"777","GUAVA-102","com.google.common.collect.LinkedListMultimap",2,180,"evosuite",2.193457906
"778","GUAVA-110","com.google.common.collect.LexicographicalOrdering",2,180,"evosuite",2.89855064
"779","GUAVA-128","com.google.common.base.Throwables",2,180,"evosuite",6.13092302
"780","GUAVA-129","com.google.common.collect.SparseImmutableTable",2,180,"evosuite",2.93817198
"781","GUAVA-159","com.google.common.primitives.ParseRequest",2,180,"evosuite",5
"782","GUAVA-169","com.google.common.math.LongMath",2,180,"evosuite",6.8229842
"783","GUAVA-177","com.google.common.primitives.Doubles",2,180,"evosuite",6.9903847
"784","GUAVA-181","com.google.common.primitives.SignedBytes",2,180,"evosuite",7
"785","GUAVA-184","com.google.thirdparty.publicsuffix.PublicSuffixType",2,180,"evosuite",7
"786","GUAVA-196","com.google.common.io.Closeables",2,180,"evosuite",4.80000004
"787","GUAVA-206","com.google.common.collect.ImmutableEnumSet",2,180,"evosuite",0.83116886
"788","GUAVA-212","com.google.common.net.MediaType",2,180,"evosuite",2.5241721
"789","GUAVA-224","com.google.common.primitives.UnsignedLongs",2,180,"evosuite",0
"790","GUAVA-240","com.google.common.collect.FilteredMultimapValues",2,180,"evosuite",0
"791","PDFBOX-8","org.apache.pdfbox.pdmodel.font.FileSystemFontProvider",2,180,"evosuite",2.71821788
"792","PDFBOX-22","org.apache.pdfbox.pdmodel.fdf.FDFAnnotationCaret",2,180,"evosuite",1.9246031
"793","PDFBOX-26","org.apache.pdfbox.pdmodel.encryption.SecurityProvider",2,180,"evosuite",6.57894737
"794","PDFBOX-40","org.apache.pdfbox.pdmodel.font.PDCIDFontType2",2,180,"evosuite",2.2031496
"795","PDFBOX-62","org.apache.pdfbox.rendering.PageDrawer",2,180,"evosuite",0
"796","PDFBOX-83","org.apache.pdfbox.contentstream.operator.text.SetTextRenderingMode",2,180,"evosuite",6.3571429
"797","PDFBOX-91","org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.PDArtifactMarkedContent",2,180,"evosuite",3
"798","PDFBOX-117","org.apache.pdfbox.filter.Predictor",2,180,"evosuite",2.70619236
