tool,benchmark,class,run,preparationTime,generationTime,executionTime,testcaseNumber,uncompilableNumber,brokenTests,failTests,linesTotal,linesCovered,linesCoverageRatio,conditionsTotal,conditionsCovered,conditionsCoverageRatio,mutantsTotal,mutantsCovered,mutantsCoverageRatio,mutantsKilled,mutantsKillRatio,mutantsAlive,timeBudget,totalTestClasses
evosuite,SPOON-25,spoon.pattern.internal.ValueConvertorImpl,2,218,138295,39709,1,0,0,0,80,4,5.0,84,0,0.0,72,1,1.388889,1,1.388889,71,180,2
evosuite,GUAVA-110,com.google.common.collect.LexicographicalOrdering,2,221,134569,3865,3,0,0,0,23,13,56.521736,12,5,41.666664,16,6,37.5,6,37.5,10,180,2
evosuite,SPOON-169,spoon.reflect.visitor.ImportScannerImpl,9,220,152288,163528,9,0,0,0,439,79,17.995443,364,24,6.593407,143,26,18.181818,0,0.0,143,180,2
evosuite,PDFBOX-278,org.apache.pdfbox.pdfwriter.ContentStreamWriter,4,244,132920,25413,14,0,0,0,77,70,90.909096,30,28,93.333336,58,53,91.37931,0,0.0,58,180,2
evosuite,FESCAR-5,com.alibaba.fescar.core.protocol.MessageFuture,1,221,124951,1035,14,0,0,0,22,22,100.0,10,10,100.0,13,13,100.0,13,100.0,0,180,2
evosuite,FESCAR-9,com.alibaba.fescar.core.protocol.transaction.GlobalBeginRequest,9,226,124138,7669,16,0,0,0,30,30,100.0,6,6,100.0,11,11,100.0,11,100.0,0,180,2
evosuite,GUAVA-128,com.google.common.base.Throwables,4,240,114476,13,0,0,0,0,92,0,0.0,38,0,0.0,0,0,0.0,0,0.0,0,180,0
evosuite,FESCAR-33,com.alibaba.fescar.core.model.GlobalStatus,1,226,110880,888,6,0,0,0,21,21,100.0,4,4,100.0,6,6,100.0,6,100.0,0,180,2
evosuite,PDFBOX-83,org.apache.pdfbox.contentstream.operator.text.SetTextRenderingMode,8,230,125214,22461,7,0,0,0,14,12,85.71429,8,8,100.0,8,7,87.5,7,87.5,1,180,2
evosuite,PDFBOX-26,org.apache.pdfbox.pdmodel.encryption.SecurityProvider,4,238,114911,121553,4,0,0,0,19,11,57.894737,2,2,100.0,2,2,100.0,2,100.0,0,180,2
evosuite,PDFBOX-26,org.apache.pdfbox.pdmodel.encryption.SecurityProvider,3,230,114864,119047,3,0,0,0,19,11,57.894737,2,2,100.0,2,2,100.0,2,100.0,0,180,2
evosuite,PDFBOX-278,org.apache.pdfbox.pdfwriter.ContentStreamWriter,10,223,137660,24607,14,0,0,0,77,77,100.0,30,29,96.666664,58,58,100.0,0,0.0,58,180,2
evosuite,GUAVA-159,com.google.common.primitives.ParseRequest,1,233,111134,759,9,0,0,0,19,19,100.0,12,12,100.0,8,8,100.0,4,50.0,4,180,2
evosuite,GUAVA-39,com.google.common.collect.TreeMultiset,1,240,136689,4136,21,0,0,0,195,93,47.692307,96,29,30.208334,129,57,44.186047,0,0.0,129,180,2
evosuite,PDFBOX-214,org.apache.pdfbox.pdfparser.EndstreamOutputStream,6,221,113588,949,20,0,0,0,41,41,100.0,40,40,100.0,44,44,100.0,18,40.909092,26,180,2
evosuite,GUAVA-2,com.google.common.collect.MinMaxPriorityQueue,6,231,120540,1270,5,0,0,0,106,37,34.90566,53,9,16.981133,96,40,41.666664,40,41.666664,56,180,2
evosuite,PDFBOX-26,org.apache.pdfbox.pdmodel.encryption.SecurityProvider,8,252,114743,120208,4,0,0,0,19,11,57.894737,2,2,100.0,2,2,100.0,0,0.0,2,180,2
evosuite,FESCAR-28,com.alibaba.fescar.core.rpc.ClientType,2,212,110884,779,6,0,0,0,8,8,100.0,4,4,100.0,6,6,100.0,6,100.0,0,180,2
evosuite,FESCAR-12,com.alibaba.fescar.core.rpc.netty.RpcServerHandler,4,247,117174,6086,12,0,0,0,26,26,100.0,8,7,87.5,6,6,100.0,6,100.0,0,180,2
evosuite,FESCAR-23,com.alibaba.fescar.core.protocol.MergeResultMessage,1,222,122888,6340,22,0,0,0,42,38,90.47619,14,11,78.57143,28,27,96.42857,0,0.0,28,180,2
evosuite,SPOON-65,spoon.support.DefaultCoreFactory,3,220,169650,159813,48,0,0,0,438,77,17.579908,166,24,14.45783,171,3,1.754386,0,0.0,171,180,2
evosuite,FESCAR-6,com.alibaba.fescar.core.rpc.netty.TmRpcClient,10,223,175440,85123,2,0,0,0,179,6,3.3519554,74,2,2.7027028,74,2,2.7027028,2,2.7027028,72,180,2
evosuite,PDFBOX-117,org.apache.pdfbox.filter.Predictor,4,243,168511,37793,46,0,0,0,110,104,94.545456,69,66,95.652176,175,157,89.71428,157,89.71428,18,180,2
evosuite,GUAVA-212,com.google.common.net.MediaType,10,225,146311,5759,73,0,0,0,284,264,92.95775,74,62,83.78378,76,71,93.42105,0,0.0,76,180,2
evosuite,PDFBOX-127,org.apache.pdfbox.pdfparser.PDFObjectStreamParser,4,238,131796,25315,8,0,0,0,32,21,65.625,14,6,42.857143,18,11,61.11111,11,61.11111,7,180,2
evosuite,SPOON-32,spoon.MavenLauncher,1,224,167785,1141,10,0,0,0,40,12,30.000002,16,2,12.5,15,1,6.666667,1,6.666667,14,180,2
evosuite,FESCAR-13,com.alibaba.fescar.core.exception.TransactionExceptionCode,6,229,110872,922,6,0,0,0,21,21,100.0,4,4,100.0,6,6,100.0,6,100.0,0,180,2
evosuite,GUAVA-177,com.google.common.primitives.Doubles,10,215,126533,2009,80,0,0,0,104,102,98.07692,58,58,100.0,113,113,100.0,113,100.0,0,180,2
evosuite,SPOON-65,spoon.support.DefaultCoreFactory,1,214,361008,27,0,0,0,0,438,0,0.0,166,0,0.0,0,0,0.0,0,0.0,0,180,0
evosuite,PDFBOX-234,org.apache.pdfbox.pdmodel.interactive.action.PDActionSound,6,228,145595,24995,31,0,0,0,43,42,97.674416,18,16,88.88889,31,31,100.0,0,0.0,31,180,2
evosuite,GUAVA-129,com.google.common.collect.SparseImmutableTable,6,223,158845,5771,2,0,0,0,62,22,35.48387,12,5,41.666664,16,7,43.75,7,43.75,9,180,2
evosuite,GUAVA-224,com.google.common.primitives.UnsignedLongs,3,230,120505,1479,78,0,0,0,112,112,100.0,70,70,100.0,140,140,100.0,140,100.0,0,180,2
evosuite,GUAVA-169,com.google.common.math.LongMath,10,221,129980,1992,182,0,0,0,265,255,96.22642,270,256,94.81481,142,141,99.29578,141,99.29578,1,180,2
evosuite,PDFBOX-62,org.apache.pdfbox.rendering.PageDrawer,3,221,130969,17,0,0,0,0,662,0,0.0,329,0,0.0,0,0,0.0,0,0.0,0,180,0
evosuite,SPOON-25,spoon.pattern.internal.ValueConvertorImpl,9,225,361011,30,0,0,0,0,80,0,0.0,84,0,0.0,0,0,0.0,0,0.0,0,180,0
evosuite,GUAVA-39,com.google.common.collect.TreeMultiset,3,233,118515,4256,5,0,0,0,195,44,22.564102,96,11,11.458334,129,24,18.60465,24,18.60465,105,180,2
evosuite,PDFBOX-157,org.apache.pdfbox.pdmodel.font.PDType1Font,4,230,120086,12,0,0,0,0,238,0,0.0,138,0,0.0,0,0,0.0,0,0.0,0,180,0
evosuite,FESCAR-2,com.alibaba.fescar.core.service.ServiceManagerStaticConfigImpl,9,211,116840,4223,2,0,0,0,19,5,26.31579,10,0,0.0,7,0,0.0,0,0.0,7,180,2
evosuite,GUAVA-110,com.google.common.collect.LexicographicalOrdering,4,218,113494,981,1,0,0,0,23,4,17.391304,12,0,0.0,16,2,12.5,2,12.5,14,180,2
evosuite,FESCAR-41,com.alibaba.fescar.core.rpc.netty.RmRpcClient,8,215,175580,85258,2,0,0,0,230,4,1.7391304,98,2,2.0408163,85,2,2.3529413,2,2.3529413,83,180,2
evosuite,GUAVA-196,com.google.common.io.Closeables,1,231,113936,824,9,0,0,0,20,16,80.0,4,4,100.0,5,5,100.0,5,100.0,0,180,2
evosuite,PDFBOX-8,org.apache.pdfbox.pdmodel.font.FileSystemFontProvider,7,211,125433,5580,17,0,0,0,256,136,53.125,108,41,37.962963,155,91,58.709675,91,58.709675,64,180,2
evosuite,FESCAR-2,com.alibaba.fescar.core.service.ServiceManagerStaticConfigImpl,2,229,116722,4504,2,0,0,0,19,5,26.31579,10,0,0.0,7,0,0.0,0,0.0,7,180,2
evosuite,PDFBOX-214,org.apache.pdfbox.pdfparser.EndstreamOutputStream,7,217,113638,967,20,0,0,0,41,41,100.0,40,40,100.0,44,44,100.0,18,40.909092,26,180,2
evosuite,FESCAR-5,com.alibaba.fescar.core.protocol.MessageFuture,4,219,114561,854,13,0,0,0,22,22,100.0,10,10,100.0,13,13,100.0,13,100.0,0,180,2
evosuite,PDFBOX-265,org.apache.pdfbox.pdmodel.font.PDType3Font,4,234,169005,52053,59,0,3,0,108,72,66.66667,64,30,46.875,68,45,66.17647,0,0.0,68,180,2
evosuite,FESCAR-41,com.alibaba.fescar.core.rpc.netty.RmRpcClient,2,218,175953,85368,2,0,0,0,230,4,1.7391304,98,2,2.0408163,85,2,2.3529413,2,2.3529413,83,180,2
evosuite,GUAVA-224,com.google.common.primitives.UnsignedLongs,8,215,118722,1430,70,0,0,0,112,112,100.0,70,70,100.0,140,140,100.0,140,100.0,0,180,2
evosuite,FESCAR-5,com.alibaba.fescar.core.protocol.MessageFuture,6,233,151646,1123,23,0,0,0,22,21,95.454544,10,9,90.0,13,13,100.0,13,100.0,0,180,2
evosuite,GUAVA-95,com.google.common.collect.ComparatorOrdering,6,228,127897,3827,5,0,0,0,12,11,91.66667,4,3,75.0,8,7,87.5,7,87.5,1,180,2
evosuite,GUAVA-181,com.google.common.primitives.SignedBytes,10,215,113333,1044,33,0,0,0,38,38,100.0,22,22,100.0,42,42,100.0,42,100.0,0,180,2
evosuite,GUAVA-22,com.google.common.graph.Graphs,9,218,130572,4986,46,0,0,0,153,82,53.594772,108,53,49.074074,101,64,63.366337,0,0.0,101,180,2
evosuite,FESCAR-13,com.alibaba.fescar.core.exception.TransactionExceptionCode,4,220,110953,924,6,0,0,0,21,21,100.0,4,4,100.0,6,6,100.0,6,100.0,0,180,2
evosuite,SPOON-32,spoon.MavenLauncher,8,214,157606,187717,10,0,0,0,40,12,30.000002,16,2,12.5,15,1,6.666667,1,6.666667,14,180,2
evosuite,SPOON-16,spoon.reflect.path.CtElementPathBuilder,4,219,141615,158482,6,0,0,0,87,22,25.287357,51,7,13.725491,33,10,30.303032,0,0.0,33,180,2
evosuite,GUAVA-90,com.google.common.io.FileBackedOutputStream,3,241,118910,3887,28,0,0,0,53,53,100.0,16,16,100.0,30,30,100.0,30,100.0,0,180,2
evosuite,FESCAR-28,com.alibaba.fescar.core.rpc.ClientType,4,258,110825,950,6,0,0,0,8,8,100.0,4,4,100.0,6,6,100.0,6,100.0,0,180,2
evosuite,SPOON-211,spoon.reflect.path.impl.CtRolePathElement,10,218,141888,156786,5,0,0,0,59,9,15.254237,39,2,5.1282053,24,5,20.833332,0,0.0,24,180,2
evosuite,GUAVA-128,com.google.common.base.Throwables,3,223,115793,13,0,0,0,0,92,0,0.0,38,0,0.0,0,0,0.0,0,0.0,0,180,0
evosuite,FESCAR-33,com.alibaba.fescar.core.model.GlobalStatus,10,257,110797,936,6,0,0,0,21,21,100.0,4,4,100.0,6,6,100.0,6,100.0,0,180,2
evosuite,FESCAR-10,com.alibaba.fescar.core.model.BranchType,2,253,110879,808,7,0,0,0,8,0,0.0,4,0,0.0,6,0,0.0,0,0.0,6,180,2
evosuite,PDFBOX-235,org.apache.pdfbox.pdmodel.font.PDTrueTypeFontEmbedder,2,239,113796,19,0,0,0,0,34,0,0.0,8,0,0.0,0,0,0.0,0,0.0,0,180,0
evosuite,FESCAR-25,com.alibaba.fescar.core.rpc.netty.RmMessageListener,2,229,177256,88747,6,0,0,0,32,15,46.875,8,5,62.5,9,2,22.222223,2,22.222223,7,180,2
evosuite,FESCAR-33,com.alibaba.fescar.core.model.GlobalStatus,8,223,110796,908,6,0,0,0,21,21,100.0,4,4,100.0,6,6,100.0,6,100.0,0,180,2
evosuite,PDFBOX-117,org.apache.pdfbox.filter.Predictor,1,225,168989,37892,46,0,0,0,110,107,97.27273,69,66,95.652176,175,173,98.85714,0,0.0,175,180,2
evosuite,PDFBOX-229,org.apache.pdfbox.util.XMLUtil,4,225,116381,3738,13,0,0,0,25,18,72.0,4,3,75.0,14,12,85.71429,3,21.428572,11,180,2
evosuite,GUAVA-159,com.google.common.primitives.ParseRequest,10,233,110954,720,9,0,0,0,19,19,100.0,12,12,100.0,8,8,100.0,4,50.0,4,180,2
evosuite,PDFBOX-220,org.apache.pdfbox.filter.JPXFilter,1,225,133403,15180,8,0,0,0,55,18,32.727272,26,2,7.692308,46,11,23.913044,0,0.0,46,180,2
evosuite,FESCAR-6,com.alibaba.fescar.core.rpc.netty.TmRpcClient,4,222,175661,85012,2,0,0,0,179,6,3.3519554,74,2,2.7027028,74,2,2.7027028,2,2.7027028,72,180,2
evosuite,FESCAR-23,com.alibaba.fescar.core.protocol.MergeResultMessage,4,238,60158,22,0,0,0,0,42,0,0.0,14,0,0.0,0,0,0.0,0,0.0,0,180,0
evosuite,GUAVA-39,com.google.common.collect.TreeMultiset,8,215,131400,5090,27,0,0,0,195,103,52.820515,96,35,36.458336,129,66,51.162792,66,51.162792,63,180,2
evosuite,PDFBOX-26,org.apache.pdfbox.pdmodel.encryption.SecurityProvider,6,233,114304,119781,3,0,0,0,19,9,47.368423,2,2,100.0,2,2,100.0,2,100.0,0,180,2
evosuite,FESCAR-17,com.alibaba.fescar.core.protocol.transaction.GlobalBeginResponse,4,312,122183,3485,21,0,0,0,36,36,100.0,12,12,100.0,17,17,100.0,17,100.0,0,180,2
evosuite,FESCAR-42,com.alibaba.fescar.core.rpc.DefaultServerMessageListenerImpl,2,228,178361,88947,12,0,2,0,68,30,44.11765,28,8,28.57143,24,7,29.166666,7,29.166666,17,180,2
evosuite,GUAVA-2,com.google.common.collect.MinMaxPriorityQueue,7,246,161785,5059,6,0,0,0,106,1,0.9433962,53,0,0.0,96,1,1.0416667,1,1.0416667,95,180,2
evosuite,PDFBOX-130,org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDVisibleSignDesigner,9,229,150352,19193,13,0,0,0,145,24,16.551723,6,1,16.666668,75,6,8.0,3,4.0,72,180,2
evosuite,PDFBOX-235,org.apache.pdfbox.pdmodel.font.PDTrueTypeFontEmbedder,3,238,114552,11,0,0,0,0,34,0,0.0,8,0,0.0,0,0,0.0,0,0.0,0,180,0
evosuite,GUAVA-169,com.google.common.math.LongMath,9,216,130905,1951,180,0,0,0,265,255,96.22642,270,256,94.81481,142,141,99.29578,141,99.29578,1,180,2
evosuite,FESCAR-37,com.alibaba.fescar.core.rpc.RpcContext,2,225,143018,7896,49,0,0,0,94,89,94.680855,34,31,91.17647,32,31,96.875,0,0.0,32,180,2
evosuite,GUAVA-224,com.google.common.primitives.UnsignedLongs,4,228,118898,1481,73,0,0,0,112,112,100.0,70,70,100.0,140,140,100.0,140,100.0,0,180,2
evosuite,SPOON-32,spoon.MavenLauncher,5,237,154889,169885,10,0,0,0,40,12,30.000002,16,2,12.5,15,1,6.666667,1,6.666667,14,180,2
evosuite,GUAVA-129,com.google.common.collect.SparseImmutableTable,1,234,173011,5213,2,0,0,0,62,22,35.48387,12,5,41.666664,16,7,43.75,7,43.75,9,180,2
evosuite,GUAVA-224,com.google.common.primitives.UnsignedLongs,7,216,118552,1569,75,0,0,0,112,112,100.0,70,70,100.0,140,140,100.0,140,100.0,0,180,2
evosuite,FESCAR-6,com.alibaba.fescar.core.rpc.netty.TmRpcClient,9,253,175935,85251,2,0,0,0,179,6,3.3519554,74,2,2.7027028,74,2,2.7027028,2,2.7027028,72,180,2
evosuite,PDFBOX-157,org.apache.pdfbox.pdmodel.font.PDType1Font,5,230,120041,18,0,0,0,0,238,0,0.0,138,0,0.0,0,0,0.0,0,0.0,0,180,0
evosuite,PDFBOX-40,org.apache.pdfbox.pdmodel.font.PDCIDFontType2,8,215,123551,11,0,0,0,0,127,0,0.0,80,0,0.0,0,0,0.0,0,0.0,0,180,0
evosuite,SPOON-169,spoon.reflect.visitor.ImportScannerImpl,4,229,361007,25,0,0,0,0,439,0,0.0,364,0,0.0,0,0,0.0,0,0.0,0,180,0
evosuite,GUAVA-196,com.google.common.io.Closeables,3,232,111795,2543,7,0,0,0,20,12,60.000004,4,2,50.0,5,4,80.0,3,60.000004,2,180,2
evosuite,GUAVA-206,com.google.common.collect.ImmutableEnumSet,1,221,111030,333,1,0,0,0,28,0,0.0,11,0,0.0,21,0,0.0,0,0.0,21,180,2
evosuite,FESCAR-15,com.alibaba.fescar.core.rpc.netty.RpcServer,5,221,173183,87060,1,0,0,0,122,1,0.8196721,52,0,0.0,49,0,0.0,0,0.0,49,180,2
evosuite,FESCAR-34,com.alibaba.fescar.core.protocol.ResultCode,7,239,110939,876,7,0,0,0,8,8,100.0,4,4,100.0,6,6,100.0,6,100.0,0,180,2
evosuite,GUAVA-184,com.google.thirdparty.publicsuffix.PublicSuffixType,6,227,110872,739,8,0,0,0,14,14,100.0,8,8,100.0,10,10,100.0,10,100.0,0,180,2
evosuite,SPOON-20,spoon.support.reflect.reference.CtLocalVariableReferenceImpl,5,243,131471,157136,3,0,0,0,21,9,42.857143,10,2,20.0,12,4,33.333336,4,33.333336,8,180,2
evosuite,PDFBOX-127,org.apache.pdfbox.pdfparser.PDFObjectStreamParser,10,225,134875,25810,10,0,0,0,32,18,56.25,14,5,35.714287,18,8,44.444447,8,44.444447,10,180,2
evosuite,GUAVA-95,com.google.common.collect.ComparatorOrdering,8,222,192377,4989,6,0,0,0,12,4,33.333336,4,0,0.0,8,1,12.5,0,0.0,8,180,2
evosuite,GUAVA-39,com.google.common.collect.TreeMultiset,5,228,127217,4238,19,0,0,0,195,88,45.128204,96,28,29.166666,129,57,44.186047,57,44.186047,72,180,2
evosuite,SPOON-155,spoon.reflect.visitor.filter.AllMethodsSameSignatureFunction,4,252,361008,15,0,0,0,0,67,0,0.0,32,0,0.0,0,0,0.0,0,0.0,0,180,0
evosuite,PDFBOX-285,org.apache.pdfbox.pdmodel.interactive.digitalsignature.PDSignature,6,221,168459,56670,67,0,0,0,91,91,100.0,22,21,95.454544,64,64,100.0,0,0.0,64,180,2
evosuite,GUAVA-102,com.google.common.collect.LinkedListMultimap,3,221,123247,4678,13,0,0,0,124,34,27.419355,38,2,5.263158,61,19,31.14754,0,0.0,61,180,2
evosuite,PDFBOX-157,org.apache.pdfbox.pdmodel.font.PDType1Font,2,242,118255,15,0,0,0,0,238,0,0.0,138,0,0.0,0,0,0.0,0,0.0,0,180,0
evosuite,FESCAR-25,com.alibaba.fescar.core.rpc.netty.RmMessageListener,6,243,177453,89332,7,0,0,0,32,15,46.875,8,4,50.0,9,2,22.222223,2,22.222223,7,180,2
evosuite,SPOON-105,spoon.support.compiler.jdt.PositionBuilder,4,224,361010,23,0,0,0,0,363,0,0.0,278,0,0.0,0,0,0.0,0,0.0,0,180,0
evosuite,GUAVA-177,com.google.common.primitives.Doubles,3,249,127098,2249,74,0,0,0,104,102,98.07692,58,57,98.27586,113,113,100.0,113,100.0,0,180,2
evosuite,GUAVA-181,com.google.common.primitives.SignedBytes,9,226,113461,1048,31,0,0,0,38,38,100.0,22,22,100.0,42,42,100.0,42,100.0,0,180,2
evosuite,SPOON-32,spoon.MavenLauncher,9,245,164750,186785,10,0,0,0,40,12,30.000002,16,2,12.5,15,1,6.666667,1,6.666667,14,180,2
evosuite,GUAVA-184,com.google.thirdparty.publicsuffix.PublicSuffixType,1,229,110964,804,9,0,0,0,14,14,100.0,8,8,100.0,10,10,100.0,10,100.0,0,180,2
evosuite,PDFBOX-26,org.apache.pdfbox.pdmodel.encryption.SecurityProvider,1,227,115091,119288,3,0,0,0,19,11,57.894737,2,2,100.0,2,2,100.0,2,100.0,0,180,2
evosuite,GUAVA-95,com.google.common.collect.ComparatorOrdering,4,232,118631,4015,3,0,0,0,12,6,50.0,4,0,0.0,8,3,37.5,3,37.5,5,180,2
evosuite,SPOON-16,spoon.reflect.path.CtElementPathBuilder,8,243,145969,160717,7,0,0,0,87,25,28.735632,51,9,17.647058,33,11,33.333336,0,0.0,33,180,2
evosuite,SPOON-105,spoon.support.compiler.jdt.PositionBuilder,8,255,170125,165264,22,0,0,0,363,38,10.46832,278,22,7.913669,170,21,12.3529415,0,0.0,170,180,2
evosuite,SPOON-155,spoon.reflect.visitor.filter.AllMethodsSameSignatureFunction,9,234,148779,166032,7,0,0,0,67,13,19.402985,32,1,3.125,28,3,10.714286,0,0.0,28,180,2
evosuite,PDFBOX-229,org.apache.pdfbox.util.XMLUtil,9,222,118248,3468,14,0,0,0,25,18,72.0,4,3,75.0,14,12,85.71429,2,14.285715,12,180,2
evosuite,FESCAR-9,com.alibaba.fescar.core.protocol.transaction.GlobalBeginRequest,2,230,125774,7964,17,0,0,0,30,30,100.0,6,6,100.0,11,11,100.0,11,100.0,0,180,2
evosuite,GUAVA-169,com.google.common.math.LongMath,1,243,132757,1958,186,0,0,0,265,256,96.603775,270,257,95.18518,142,141,99.29578,141,99.29578,1,180,2
evosuite,SPOON-253,spoon.pattern.internal.parameter.MapParameterInfo,1,225,169433,1725,22,0,0,0,57,57,100.0,32,32,100.0,33,33,100.0,0,0.0,33,180,2
evosuite,PDFBOX-8,org.apache.pdfbox.pdmodel.font.FileSystemFontProvider,3,229,124429,5715,16,0,0,0,256,135,52.734375,108,41,37.962963,155,91,58.709675,91,58.709675,64,180,2
evosuite,PDFBOX-220,org.apache.pdfbox.filter.JPXFilter,4,225,138005,16519,8,0,0,0,55,18,32.727272,26,2,7.692308,46,11,23.913044,0,0.0,46,180,2
evosuite,PDFBOX-214,org.apache.pdfbox.pdfparser.EndstreamOutputStream,1,232,113471,1072,20,0,0,0,41,0,0.0,40,0,0.0,44,0,0.0,0,0.0,44,180,2
evosuite,PDFBOX-62,org.apache.pdfbox.rendering.PageDrawer,4,233,168767,57030,70,0,0,0,662,168,25.377644,329,58,17.629179,139,32,23.021584,0,0.0,139,180,2
evosuite,GUAVA-169,com.google.common.math.LongMath,6,231,132325,2100,188,0,0,0,265,255,96.22642,270,256,94.81481,142,141,99.29578,141,99.29578,1,180,2
evosuite,GUAVA-240,com.google.common.collect.FilteredMultimapValues,5,233,122803,4276,4,0,0,0,26,9,34.615387,6,0,0.0,12,1,8.333334,0,0.0,12,180,2
evosuite,GUAVA-102,com.google.common.collect.LinkedListMultimap,7,227,175017,6217,16,0,1,0,124,0,0.0,38,0,0.0,61,0,0.0,0,0.0,61,180,2
evosuite,PDFBOX-198,org.apache.pdfbox.pdmodel.fdf.FDFAnnotationLine,9,213,168205,38509,66,0,1,0,144,96,66.66667,82,27,32.92683,92,51,55.43478,0,0.0,92,180,2
evosuite,FESCAR-28,com.alibaba.fescar.core.rpc.ClientType,6,223,110875,922,6,0,0,0,8,8,100.0,4,4,100.0,6,6,100.0,6,100.0,0,180,2
evosuite,FESCAR-2,com.alibaba.fescar.core.service.ServiceManagerStaticConfigImpl,3,221,116666,4222,2,0,0,0,19,5,26.31579,10,0,0.0,7,0,0.0,0,0.0,7,180,2
evosuite,PDFBOX-265,org.apache.pdfbox.pdmodel.font.PDType3Font,7,217,167581,44826,51,0,4,0,108,73,67.59259,64,30,46.875,68,44,64.70589,0,0.0,68,180,2
evosuite,PDFBOX-265,org.apache.pdfbox.pdmodel.font.PDType3Font,3,232,168535,46691,51,0,5,0,108,74,68.51852,64,29,45.3125,68,46,67.64706,0,0.0,68,180,2
evosuite,PDFBOX-130,org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDVisibleSignDesigner,7,227,142430,30058,12,0,0,0,145,20,13.793103,6,0,0.0,75,3,4.0,2,2.6666667,73,180,2
evosuite,GUAVA-39,com.google.common.collect.TreeMultiset,10,221,127872,5043,23,0,0,0,195,106,54.35898,96,35,36.458336,129,67,51.937984,67,51.937984,62,180,2
evosuite,FESCAR-34,com.alibaba.fescar.core.protocol.ResultCode,5,225,110852,912,6,0,0,0,8,8,100.0,4,4,100.0,6,6,100.0,6,100.0,0,180,2
evosuite,PDFBOX-91,org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.PDArtifactMarkedContent,8,223,145387,31872,25,0,0,0,19,19,100.0,8,8,100.0,15,15,100.0,0,0.0,15,180,2
evosuite,SPOON-25,spoon.pattern.internal.ValueConvertorImpl,4,226,130722,151437,2,0,0,0,80,6,7.5000005,84,2,2.3809524,72,3,4.166667,3,4.166667,69,180,2
evosuite,PDFBOX-8,org.apache.pdfbox.pdmodel.font.FileSystemFontProvider,10,226,124142,5918,18,0,0,0,256,129,50.390625,108,41,37.962963,155,91,58.709675,91,58.709675,64,180,2
evosuite,PDFBOX-83,org.apache.pdfbox.contentstream.operator.text.SetTextRenderingMode,3,225,126333,21704,7,0,0,0,14,12,85.71429,8,8,100.0,8,7,87.5,7,87.5,1,180,2
evosuite,PDFBOX-8,org.apache.pdfbox.pdmodel.font.FileSystemFontProvider,6,218,124788,5715,18,0,1,0,256,151,58.984375,108,52,48.148148,155,108,69.67742,108,69.67742,47,180,2
evosuite,FESCAR-34,com.alibaba.fescar.core.protocol.ResultCode,9,224,110683,901,6,0,0,0,8,8,100.0,4,4,100.0,6,6,100.0,6,100.0,0,180,2
evosuite,SPOON-105,spoon.support.compiler.jdt.PositionBuilder,6,220,170643,163583,23,0,0,0,363,37,10.192838,278,19,6.8345323,170,19,11.176471,0,0.0,170,180,2
evosuite,GUAVA-240,com.google.common.collect.FilteredMultimapValues,8,220,115658,4429,2,0,0,0,26,4,15.384616,6,0,0.0,12,1,8.333334,0,0.0,12,180,2
evosuite,SPOON-16,spoon.reflect.path.CtElementPathBuilder,3,225,136610,170442,4,0,0,0,87,17,19.54023,51,5,9.803922,33,7,21.212122,7,21.212122,26,180,2
evosuite,GUAVA-129,com.google.common.collect.SparseImmutableTable,9,216,119835,3996,1,0,0,0,62,22,35.48387,12,5,41.666664,16,7,43.75,7,43.75,9,180,2
evosuite,FESCAR-28,com.alibaba.fescar.core.rpc.ClientType,5,246,110831,898,6,0,0,0,8,8,100.0,4,4,100.0,6,6,100.0,6,100.0,0,180,2
evosuite,FESCAR-34,com.alibaba.fescar.core.protocol.ResultCode,6,225,110847,890,6,0,0,0,8,8,100.0,4,4,100.0,6,6,100.0,6,100.0,0,180,2
evosuite,PDFBOX-198,org.apache.pdfbox.pdmodel.fdf.FDFAnnotationLine,1,231,167846,49835,65,0,0,0,144,96,66.66667,82,27,32.92683,92,51,55.43478,0,0.0,92,180,2
evosuite,GUAVA-22,com.google.common.graph.Graphs,4,234,132017,4782,50,0,0,0,153,79,51.63399,108,54,50.0,101,64,63.366337,0,0.0,101,180,2
evosuite,GUAVA-129,com.google.common.collect.SparseImmutableTable,5,213,170412,3170,1,0,0,0,62,22,35.48387,12,5,41.666664,16,7,43.75,7,43.75,9,180,2
evosuite,FESCAR-12,com.alibaba.fescar.core.rpc.netty.RpcServerHandler,7,221,116283,5934,12,0,0,0,26,26,100.0,8,7,87.5,6,6,100.0,6,100.0,0,180,2
evosuite,GUAVA-159,com.google.common.primitives.ParseRequest,8,225,111068,746,9,0,0,0,19,19,100.0,12,12,100.0,8,8,100.0,4,50.0,4,180,2
evosuite,GUAVA-159,com.google.common.primitives.ParseRequest,5,224,111011,835,9,0,0,0,19,19,100.0,12,12,100.0,8,8,100.0,4,50.0,4,180,2
evosuite,PDFBOX-278,org.apache.pdfbox.pdfwriter.ContentStreamWriter,1,227,135015,22838,16,0,0,0,77,77,100.0,30,29,96.666664,58,58,100.0,0,0.0,58,180,2
evosuite,GUAVA-240,com.google.common.collect.FilteredMultimapValues,9,227,129229,4180,5,0,0,0,26,8,30.769232,6,0,0.0,12,1,8.333334,0,0.0,12,180,2
