tool,benchmark,class,run,preparationTime,generationTime,executionTime,testcaseNumber,uncompilableNumber,brokenTests,failTests,linesTotal,linesCovered,linesCoverageRatio,conditionsTotal,conditionsCovered,conditionsCoverageRatio,mutantsTotal,mutantsCovered,mutantsCoverageRatio,mutantsKilled,mutantsKillRatio,mutantsAlive,timeBudget,totalTestClasses
randoop,GUAVA-22,com.google.common.graph.Graphs,1,149,301779,115,73,0,0,0,153,16,10.457517,108,11,10.185185,101,19,18.811882,19,18.811882,82,300,1
randoop,PDFBOX-40,org.apache.pdfbox.pdmodel.font.PDCIDFontType2,7,119,301790,143,2,0,0,0,127,1,0.78740156,80,0,0.0,82,0,0.0,0,0.0,82,300,1
randoop,GUAVA-224,com.google.common.primitives.UnsignedLongs,2,142,310032,6716,30892,0,0,0,112,112,100.0,70,70,100.0,0,0,0.0,0,0.0,0,300,309
randoop,PDFBOX-117,org.apache.pdfbox.filter.Predictor,2,109,303557,0,32038,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,300,321
randoop,FESCAR-34,com.alibaba.fescar.core.protocol.ResultCode,4,137,301963,124,12,0,0,0,8,8,100.0,4,4,100.0,6,6,100.0,6,100.0,0,300,1
randoop,GUAVA-2,com.google.common.collect.MinMaxPriorityQueue,10,123,306889,7554,5719,0,0,0,106,75,70.754715,53,29,54.71698,96,70,72.91667,70,72.91667,26,300,58
randoop,GUAVA-95,com.google.common.collect.ComparatorOrdering,7,114,303844,4574,2382,0,1,0,12,11,91.66667,4,3,75.0,8,7,87.5,0,0.0,8,300,24
randoop,PDFBOX-83,org.apache.pdfbox.contentstream.operator.text.SetTextRenderingMode,1,143,306029,10095,11942,0,0,0,14,2,14.285715,8,0,0.0,8,1,12.5,1,12.5,7,300,120
randoop,PDFBOX-234,org.apache.pdfbox.pdmodel.interactive.action.PDActionSound,5,119,302494,6848,4725,0,0,0,43,41,95.34883,18,14,77.77778,31,30,96.77419,30,96.77419,1,300,48
randoop,PDFBOX-22,org.apache.pdfbox.pdmodel.fdf.FDFAnnotationCaret,9,114,302786,4610,4722,0,0,0,36,15,41.666664,14,2,14.285715,21,7,33.333336,7,33.333336,14,300,48
randoop,SPOON-20,spoon.support.reflect.reference.CtLocalVariableReferenceImpl,1,196,305735,2955,3518,0,0,0,21,14,66.66667,10,4,40.0,12,7,58.333332,0,0.0,12,300,36
randoop,GUAVA-240,com.google.common.collect.FilteredMultimapValues,7,123,301781,114,1,0,0,0,26,1,3.846154,6,0,0.0,12,0,0.0,0,0.0,12,300,1
randoop,FESCAR-13,com.alibaba.fescar.core.exception.TransactionExceptionCode,2,93,301879,322,25,0,0,0,21,21,100.0,4,4,100.0,6,6,100.0,6,100.0,0,300,1
randoop,FESCAR-42,com.alibaba.fescar.core.rpc.DefaultServerMessageListenerImpl,10,108,318229,6036,3115,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,300,32
randoop,FESCAR-32,com.alibaba.fescar.core.protocol.transaction.BranchRegisterRequest,6,88,319453,23372,55981,0,0,0,52,37,71.15385,16,11,68.75,23,15,65.21739,15,65.21739,8,300,560
randoop,PDFBOX-91,org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.PDArtifactMarkedContent,9,112,303291,3048,7958,0,0,0,19,3,15.789473,8,0,0.0,15,0,0.0,0,0.0,15,300,80
randoop,FESCAR-17,com.alibaba.fescar.core.protocol.transaction.GlobalBeginResponse,9,121,312176,7242,30939,0,0,0,36,30,83.33333,12,10,83.33333,17,15,88.2353,15,88.2353,2,300,310
randoop,SPOON-16,spoon.reflect.path.CtElementPathBuilder,1,210,303688,1849,4135,0,0,0,87,8,9.195402,51,1,1.9607844,33,3,9.090909,3,9.090909,30,300,42
randoop,PDFBOX-278,org.apache.pdfbox.pdfwriter.ContentStreamWriter,6,161,301896,97,49,0,0,0,77,15,19.480518,30,9,30.000002,58,11,18.965517,11,18.965517,47,300,1
randoop,PDFBOX-91,org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.PDArtifactMarkedContent,6,100,303969,3165,7958,0,0,0,19,3,15.789473,8,0,0.0,15,0,0.0,0,0.0,15,300,80
randoop,SPOON-20,spoon.support.reflect.reference.CtLocalVariableReferenceImpl,9,135,304475,2735,3085,0,0,0,21,14,66.66667,10,4,40.0,12,7,58.333332,0,0.0,12,300,31
randoop,FESCAR-37,com.alibaba.fescar.core.rpc.RpcContext,9,105,303170,2363,9197,0,0,0,94,41,43.617023,34,8,23.529411,32,14,43.75,14,43.75,18,300,92
randoop,FESCAR-10,com.alibaba.fescar.core.model.BranchType,10,109,301827,56,12,0,0,0,8,8,100.0,4,4,100.0,6,6,100.0,6,100.0,0,300,1
randoop,GUAVA-240,com.google.common.collect.FilteredMultimapValues,1,132,301845,34,1,0,0,0,26,1,3.846154,6,0,0.0,12,0,0.0,0,0.0,12,300,1
randoop,GUAVA-177,com.google.common.primitives.Doubles,7,106,306008,3260,9579,0,0,0,104,101,97.11539,58,55,94.82758,113,112,99.11504,112,99.11504,1,300,96
randoop,FESCAR-8,com.alibaba.fescar.core.rpc.netty.NettyPoolableFactory,6,95,301684,358,1,0,0,0,60,3,5.0,36,0,0.0,30,0,0.0,0,0.0,30,300,1
randoop,SPOON-211,spoon.reflect.path.impl.CtRolePathElement,5,144,303219,2249,5353,0,0,0,59,5,8.474577,39,0,0.0,24,1,4.166667,1,4.166667,23,300,54
randoop,GUAVA-47,com.google.common.collect.FilteredEntryMultimap,8,114,301552,50,2,0,0,0,38,1,2.631579,14,0,0.0,26,0,0.0,0,0.0,26,300,1
randoop,PDFBOX-265,org.apache.pdfbox.pdmodel.font.PDType3Font,9,87,301753,162,2,0,0,0,108,1,0.9259259,64,0,0.0,68,0,0.0,0,0.0,68,300,1
randoop,GUAVA-90,com.google.common.io.FileBackedOutputStream,8,111,302866,22998,2609,0,0,0,53,49,92.45283,16,13,81.25,30,27,90.0,27,90.0,3,300,27
randoop,FESCAR-13,com.alibaba.fescar.core.exception.TransactionExceptionCode,1,104,301776,79,25,0,0,0,21,21,100.0,4,4,100.0,6,6,100.0,6,100.0,0,300,1
randoop,PDFBOX-220,org.apache.pdfbox.filter.JPXFilter,10,112,301612,144,18,0,0,0,55,3,5.4545455,26,0,0.0,46,0,0.0,0,0.0,46,300,1
randoop,GUAVA-129,com.google.common.collect.SparseImmutableTable,4,150,303398,1244,1485,0,0,0,62,31,50.0,12,7,58.333332,16,10,62.5,0,0.0,16,300,15
randoop,SPOON-25,spoon.pattern.internal.ValueConvertorImpl,6,215,302652,1311,985,0,0,0,80,4,5.0,84,1,1.1904762,72,2,2.777778,2,2.777778,70,300,10
randoop,FESCAR-23,com.alibaba.fescar.core.protocol.MergeResultMessage,6,110,308001,2858,5505,0,0,0,42,11,26.190477,14,1,7.1428576,28,9,32.142857,9,32.142857,19,300,56
randoop,SPOON-253,spoon.pattern.internal.parameter.MapParameterInfo,2,126,304953,3231,4768,0,0,0,57,35,61.403507,32,18,56.25,33,22,66.66667,0,0.0,33,300,48
randoop,FESCAR-25,com.alibaba.fescar.core.rpc.netty.RmMessageListener,10,116,302937,2653,3100,0,0,0,32,11,34.375,8,3,37.5,9,2,22.222223,2,22.222223,7,300,31
randoop,FESCAR-37,com.alibaba.fescar.core.rpc.RpcContext,7,106,303183,2975,9197,0,0,0,94,41,43.617023,34,8,23.529411,32,14,43.75,14,43.75,18,300,92
randoop,FESCAR-9,com.alibaba.fescar.core.protocol.transaction.GlobalBeginRequest,3,155,325341,19540,86306,0,0,0,30,22,73.333336,6,4,66.66667,11,7,63.636364,7,63.636364,4,300,864
randoop,SPOON-16,spoon.reflect.path.CtElementPathBuilder,6,180,303260,1765,4135,0,0,0,87,8,9.195402,51,1,1.9607844,33,3,9.090909,3,9.090909,30,300,42
randoop,GUAVA-169,com.google.common.math.LongMath,8,89,312533,38273,308729,0,0,0,265,205,77.35849,270,197,72.96297,0,0,0.0,0,0.0,0,300,3088
randoop,GUAVA-128,com.google.common.base.Throwables,7,102,301626,60,14,0,0,0,92,26,28.260868,38,8,21.052631,41,14,34.146343,14,34.146343,27,300,1
randoop,GUAVA-240,com.google.common.collect.FilteredMultimapValues,2,92,301636,41,1,0,0,0,26,1,3.846154,6,0,0.0,12,0,0.0,0,0.0,12,300,1
randoop,FESCAR-10,com.alibaba.fescar.core.model.BranchType,5,155,301752,47,12,0,0,0,8,8,100.0,4,4,100.0,6,6,100.0,6,100.0,0,300,1
randoop,PDFBOX-40,org.apache.pdfbox.pdmodel.font.PDCIDFontType2,9,116,301640,137,2,0,0,0,127,1,0.78740156,80,0,0.0,82,0,0.0,0,0.0,82,300,1
randoop,SPOON-32,spoon.MavenLauncher,2,136,302464,7854,329,0,0,0,40,10,25.0,16,1,6.25,15,1,6.666667,0,0.0,15,300,4
randoop,SPOON-169,spoon.reflect.visitor.ImportScannerImpl,5,166,321860,11243,27323,0,0,0,439,62,14.123006,364,28,7.692308,143,18,12.587413,18,12.587413,125,300,274
randoop,SPOON-155,spoon.reflect.visitor.filter.AllMethodsSameSignatureFunction,6,169,303904,2127,7036,0,0,0,67,11,16.41791,32,0,0.0,28,2,7.1428576,2,7.1428576,26,300,71
randoop,PDFBOX-234,org.apache.pdfbox.pdmodel.interactive.action.PDActionSound,4,95,302757,1741,4725,0,0,0,43,41,95.34883,18,14,77.77778,31,30,96.77419,30,96.77419,1,300,48
randoop,FESCAR-10,com.alibaba.fescar.core.model.BranchType,4,146,301714,54,12,0,0,0,8,8,100.0,4,4,100.0,6,6,100.0,6,100.0,0,300,1
randoop,GUAVA-39,com.google.common.collect.TreeMultiset,2,90,304384,1798,2016,0,0,0,195,113,57.94872,96,44,45.833336,129,71,55.03876,71,55.03876,58,300,21
randoop,PDFBOX-214,org.apache.pdfbox.pdfparser.EndstreamOutputStream,10,103,304985,8902,6504,0,342,0,41,29,70.731705,40,23,57.5,0,0,0.0,0,0.0,0,300,66
randoop,GUAVA-39,com.google.common.collect.TreeMultiset,9,87,304429,4548,2302,0,0,0,195,113,57.94872,96,44,45.833336,129,71,55.03876,71,55.03876,58,300,24
randoop,GUAVA-181,com.google.common.primitives.SignedBytes,6,86,327662,22382,73693,0,0,0,38,36,94.73685,22,19,86.36364,42,40,95.2381,40,95.2381,2,300,737
randoop,PDFBOX-234,org.apache.pdfbox.pdmodel.interactive.action.PDActionSound,10,114,302659,1663,4725,0,0,0,43,41,95.34883,18,14,77.77778,31,30,96.77419,30,96.77419,1,300,48
randoop,FESCAR-6,com.alibaba.fescar.core.rpc.netty.TmRpcClient,3,112,306704,81594,896,0,893,0,179,6,3.3519554,74,2,2.7027028,74,2,2.7027028,0,0.0,74,300,9
randoop,SPOON-105,spoon.support.compiler.jdt.PositionBuilder,2,171,320056,8200,46172,0,0,0,363,49,13.498622,278,35,12.589929,170,30,17.647058,30,17.647058,140,300,462
randoop,GUAVA-22,com.google.common.graph.Graphs,8,120,301963,114,73,0,0,0,153,16,10.457517,108,11,10.185185,101,19,18.811882,19,18.811882,82,300,1
randoop,FESCAR-13,com.alibaba.fescar.core.exception.TransactionExceptionCode,8,115,301752,60,25,0,0,0,21,21,100.0,4,4,100.0,6,6,100.0,6,100.0,0,300,1
randoop,GUAVA-212,com.google.common.net.MediaType,2,134,305205,3064,5791,0,0,0,284,276,97.1831,74,64,86.48649,76,74,97.368416,0,0.0,76,300,58
randoop,FESCAR-7,com.alibaba.fescar.core.rpc.netty.MessageCodecHandler,10,113,321651,14440,34929,0,0,0,130,6,4.6153846,64,0,0.0,58,0,0.0,0,0.0,58,300,350
randoop,GUAVA-47,com.google.common.collect.FilteredEntryMultimap,5,87,301727,58,2,0,0,0,38,1,2.631579,14,0,0.0,26,0,0.0,0,0.0,26,300,1
randoop,FESCAR-2,com.alibaba.fescar.core.service.ServiceManagerStaticConfigImpl,1,189,301880,515,10,0,0,0,19,6,31.578945,10,0,0.0,7,0,0.0,0,0.0,7,300,1
randoop,FESCAR-42,com.alibaba.fescar.core.rpc.DefaultServerMessageListenerImpl,9,104,322407,5436,3127,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,300,32
randoop,PDFBOX-278,org.apache.pdfbox.pdfwriter.ContentStreamWriter,2,184,301943,117,49,0,0,0,77,15,19.480518,30,9,30.000002,58,11,18.965517,11,18.965517,47,300,1
randoop,SPOON-65,spoon.support.DefaultCoreFactory,6,172,353379,36258,118433,0,0,0,438,94,21.461187,166,0,0.0,171,3,1.754386,0,0.0,171,300,1185
randoop,PDFBOX-157,org.apache.pdfbox.pdmodel.font.PDType1Font,8,114,303012,3907,4371,0,0,0,238,142,59.663868,138,41,29.710144,145,66,45.517242,66,45.517242,79,300,44
randoop,PDFBOX-235,org.apache.pdfbox.pdmodel.font.PDTrueTypeFontEmbedder,9,119,301824,105,1,0,0,0,34,0,0.0,8,0,0.0,25,0,0.0,0,0.0,25,300,1
randoop,SPOON-169,spoon.reflect.visitor.ImportScannerImpl,3,142,316200,9826,27159,0,0,0,439,62,14.123006,364,28,7.692308,143,18,12.587413,18,12.587413,125,300,272
randoop,SPOON-155,spoon.reflect.visitor.filter.AllMethodsSameSignatureFunction,10,123,302922,1944,7065,0,0,0,67,11,16.41791,32,0,0.0,28,2,7.1428576,2,7.1428576,26,300,71
randoop,FESCAR-10,com.alibaba.fescar.core.model.BranchType,6,90,301636,55,12,0,0,0,8,8,100.0,4,4,100.0,6,6,100.0,6,100.0,0,300,1
randoop,SPOON-253,spoon.pattern.internal.parameter.MapParameterInfo,6,171,306202,2488,4422,0,0,0,57,35,61.403507,32,18,56.25,33,22,66.66667,0,0.0,33,300,45
randoop,PDFBOX-40,org.apache.pdfbox.pdmodel.font.PDCIDFontType2,6,95,301851,129,2,0,0,0,127,1,0.78740156,80,0,0.0,82,0,0.0,0,0.0,82,300,1
randoop,PDFBOX-91,org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.PDArtifactMarkedContent,10,102,303557,3275,7958,0,0,0,19,3,15.789473,8,0,0.0,15,0,0.0,0,0.0,15,300,80
randoop,PDFBOX-127,org.apache.pdfbox.pdfparser.PDFObjectStreamParser,5,96,301722,100,2,0,0,0,32,1,3.125,14,0,0.0,18,0,0.0,0,0.0,18,300,1
randoop,PDFBOX-62,org.apache.pdfbox.rendering.PageDrawer,9,107,302086,223,2,0,0,0,662,9,1.3595166,329,2,0.60790277,139,1,0.7194245,1,0.7194245,138,300,1
randoop,GUAVA-2,com.google.common.collect.MinMaxPriorityQueue,2,127,308305,3589,6200,0,0,0,106,75,70.754715,53,29,54.71698,96,70,72.91667,70,72.91667,26,300,62
randoop,PDFBOX-22,org.apache.pdfbox.pdmodel.fdf.FDFAnnotationCaret,2,136,302598,1716,4722,0,0,0,36,15,41.666664,14,2,14.285715,21,7,33.333336,7,33.333336,14,300,48
randoop,GUAVA-90,com.google.common.io.FileBackedOutputStream,9,104,303247,22844,2553,0,0,0,53,49,92.45283,16,13,81.25,30,27,90.0,27,90.0,3,300,26
randoop,FESCAR-42,com.alibaba.fescar.core.rpc.DefaultServerMessageListenerImpl,4,94,313755,5505,3063,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,300,31
randoop,PDFBOX-234,org.apache.pdfbox.pdmodel.interactive.action.PDActionSound,9,100,302504,1616,4725,0,0,0,43,41,95.34883,18,14,77.77778,31,30,96.77419,30,96.77419,1,300,48
randoop,SPOON-32,spoon.MavenLauncher,4,192,302442,7806,329,0,0,0,40,10,25.0,16,1,6.25,15,1,6.666667,0,0.0,15,300,4
randoop,PDFBOX-198,org.apache.pdfbox.pdmodel.fdf.FDFAnnotationLine,8,114,302586,1784,4749,0,0,0,144,88,61.11111,82,22,26.82927,92,48,52.173912,48,52.173912,44,300,48
randoop,PDFBOX-235,org.apache.pdfbox.pdmodel.font.PDTrueTypeFontEmbedder,1,278,303009,131,1,0,0,0,34,0,0.0,8,0,0.0,25,0,0.0,0,0.0,25,300,1
randoop,PDFBOX-8,org.apache.pdfbox.pdmodel.font.FileSystemFontProvider,8,102,304959,7716,2206,0,0,0,256,81,31.640625,108,27,25.0,155,43,27.741936,43,27.741936,112,300,23
randoop,FESCAR-7,com.alibaba.fescar.core.rpc.netty.MessageCodecHandler,2,142,326278,12912,28849,0,0,0,130,6,4.6153846,64,0,0.0,58,0,0.0,0,0.0,58,300,289
randoop,PDFBOX-214,org.apache.pdfbox.pdfparser.EndstreamOutputStream,5,106,305207,4797,8209,0,312,0,41,29,70.731705,40,23,57.5,44,35,79.545456,35,79.545456,9,300,83
randoop,PDFBOX-117,org.apache.pdfbox.filter.Predictor,5,139,304609,0,39478,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,300,395
randoop,FESCAR-34,com.alibaba.fescar.core.protocol.ResultCode,3,153,301709,42,12,0,0,0,8,8,100.0,4,4,100.0,6,6,100.0,6,100.0,0,300,1
randoop,FESCAR-33,com.alibaba.fescar.core.model.GlobalStatus,3,127,301885,59,25,0,0,0,21,21,100.0,4,4,100.0,6,6,100.0,6,100.0,0,300,1
randoop,GUAVA-110,com.google.common.collect.LexicographicalOrdering,3,105,304210,2301,2581,0,0,0,23,10,43.47826,12,3,25.0,16,7,43.75,0,0.0,16,300,26
randoop,GUAVA-159,com.google.common.primitives.ParseRequest,6,145,303453,1470,3342,0,0,0,19,13,68.42105,12,6,50.0,8,8,100.0,6,75.0,2,300,34
randoop,GUAVA-2,com.google.common.collect.MinMaxPriorityQueue,4,92,311543,2879,5780,0,0,0,106,75,70.754715,53,29,54.71698,96,70,72.91667,70,72.91667,26,300,58
randoop,PDFBOX-83,org.apache.pdfbox.contentstream.operator.text.SetTextRenderingMode,10,109,303835,4309,11942,0,0,0,14,2,14.285715,8,0,0.0,8,1,12.5,1,12.5,7,300,120
randoop,PDFBOX-229,org.apache.pdfbox.util.XMLUtil,3,94,301780,58,4,0,0,0,25,10,40.0,4,0,0.0,14,7,50.0,0,0.0,14,300,1
randoop,PDFBOX-117,org.apache.pdfbox.filter.Predictor,3,100,304207,0,35445,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,300,355
randoop,FESCAR-12,com.alibaba.fescar.core.rpc.netty.RpcServerHandler,2,156,307029,11773,20311,0,0,0,26,7,26.923079,8,0,0.0,6,0,0.0,0,0.0,6,300,204
randoop,PDFBOX-62,org.apache.pdfbox.rendering.PageDrawer,6,96,301863,186,2,0,0,0,662,9,1.3595166,329,2,0.60790277,139,1,0.7194245,1,0.7194245,138,300,1
randoop,FESCAR-23,com.alibaba.fescar.core.protocol.MergeResultMessage,10,106,305096,2513,4574,0,0,0,42,11,26.190477,14,1,7.1428576,28,9,32.142857,9,32.142857,19,300,46
randoop,GUAVA-206,com.google.common.collect.ImmutableEnumSet,10,117,303627,1254,1519,0,0,0,28,0,0.0,11,0,0.0,21,0,0.0,0,0.0,21,300,16
randoop,FESCAR-9,com.alibaba.fescar.core.protocol.transaction.GlobalBeginRequest,7,110,322079,13579,74730,0,0,0,30,22,73.333336,6,4,66.66667,11,7,63.636364,7,63.636364,4,300,748
randoop,GUAVA-159,com.google.common.primitives.ParseRequest,3,143,303583,1660,3342,0,0,0,19,13,68.42105,12,6,50.0,8,8,100.0,6,75.0,2,300,34
randoop,GUAVA-169,com.google.common.math.LongMath,7,104,312132,39259,308729,0,0,0,265,205,77.35849,270,197,72.96297,0,0,0.0,0,0.0,0,300,3088
randoop,SPOON-253,spoon.pattern.internal.parameter.MapParameterInfo,8,133,303806,2635,4546,0,0,0,57,35,61.403507,32,18,56.25,33,22,66.66667,0,0.0,33,300,46
randoop,GUAVA-2,com.google.common.collect.MinMaxPriorityQueue,1,128,308296,2999,6289,0,0,0,106,75,70.754715,53,29,54.71698,96,70,72.91667,70,72.91667,26,300,63
randoop,FESCAR-8,com.alibaba.fescar.core.rpc.netty.NettyPoolableFactory,7,92,301745,402,1,0,0,0,60,3,5.0,36,0,0.0,30,0,0.0,0,0.0,30,300,1
randoop,GUAVA-90,com.google.common.io.FileBackedOutputStream,2,107,303910,27139,3133,0,0,0,53,49,92.45283,16,13,81.25,30,27,90.0,27,90.0,3,300,32
randoop,PDFBOX-214,org.apache.pdfbox.pdfparser.EndstreamOutputStream,8,115,304422,3579,6513,0,343,0,41,29,70.731705,40,23,57.5,44,35,79.545456,35,79.545456,9,300,66
randoop,FESCAR-6,com.alibaba.fescar.core.rpc.netty.TmRpcClient,5,167,303614,81466,894,0,891,0,179,6,3.3519554,74,2,2.7027028,74,2,2.7027028,0,0.0,74,300,9
randoop,GUAVA-47,com.google.common.collect.FilteredEntryMultimap,2,82,301887,59,2,0,0,0,38,1,2.631579,14,0,0.0,26,0,0.0,0,0.0,26,300,1
randoop,FESCAR-28,com.alibaba.fescar.core.rpc.ClientType,10,107,301758,68,12,0,0,0,8,8,100.0,4,4,100.0,6,6,100.0,6,100.0,0,300,1
randoop,GUAVA-22,com.google.common.graph.Graphs,7,109,301747,115,73,0,0,0,153,16,10.457517,108,11,10.185185,101,19,18.811882,19,18.811882,82,300,1
randoop,SPOON-155,spoon.reflect.visitor.filter.AllMethodsSameSignatureFunction,5,120,303774,2424,8551,0,0,0,67,11,16.41791,32,0,0.0,28,2,7.1428576,2,7.1428576,26,300,86
randoop,GUAVA-184,com.google.thirdparty.publicsuffix.PublicSuffixType,3,88,303561,937,3330,0,0,0,14,14,100.0,8,8,100.0,10,10,100.0,10,100.0,0,300,34
randoop,GUAVA-212,com.google.common.net.MediaType,3,101,304226,2691,5879,0,0,0,284,276,97.1831,74,64,86.48649,76,74,97.368416,0,0.0,76,300,59
randoop,GUAVA-102,com.google.common.collect.LinkedListMultimap,2,129,303031,638,777,0,0,0,124,81,65.32258,38,19,50.0,61,45,73.77049,0,0.0,61,300,8
randoop,GUAVA-90,com.google.common.io.FileBackedOutputStream,7,106,302493,20605,2579,0,0,0,53,49,92.45283,16,13,81.25,30,27,90.0,27,90.0,3,300,26
randoop,GUAVA-102,com.google.common.collect.LinkedListMultimap,10,115,302823,836,1022,0,0,0,124,81,65.32258,38,19,50.0,61,45,73.77049,0,0.0,61,300,11
randoop,SPOON-65,spoon.support.DefaultCoreFactory,2,217,330841,26187,86562,0,0,0,438,94,21.461187,166,0,0.0,171,3,1.754386,0,0.0,171,300,866
randoop,GUAVA-212,com.google.common.net.MediaType,9,110,303871,2283,5683,0,0,0,284,276,97.1831,74,64,86.48649,76,74,97.368416,0,0.0,76,300,57
randoop,FESCAR-5,com.alibaba.fescar.core.protocol.MessageFuture,7,112,302961,2085,5531,0,2503,0,22,14,63.636364,10,4,40.0,13,8,61.538464,8,61.538464,5,300,56
randoop,PDFBOX-40,org.apache.pdfbox.pdmodel.font.PDCIDFontType2,5,98,301809,157,2,0,0,0,127,1,0.78740156,80,0,0.0,82,0,0.0,0,0.0,82,300,1
randoop,PDFBOX-198,org.apache.pdfbox.pdmodel.fdf.FDFAnnotationLine,3,110,303521,1547,4749,0,0,0,144,88,61.11111,82,22,26.82927,92,48,52.173912,48,52.173912,44,300,48
randoop,FESCAR-17,com.alibaba.fescar.core.protocol.transaction.GlobalBeginResponse,5,230,304309,2255,4054,0,0,0,36,30,83.33333,12,10,83.33333,17,15,88.2353,15,88.2353,2,300,41
randoop,PDFBOX-8,org.apache.pdfbox.pdmodel.font.FileSystemFontProvider,1,113,306277,5997,2206,0,0,0,256,81,31.640625,108,27,25.0,155,43,27.741936,43,27.741936,112,300,23
randoop,GUAVA-90,com.google.common.io.FileBackedOutputStream,5,129,303539,28268,3237,0,0,0,53,49,92.45283,16,13,81.25,30,27,90.0,27,90.0,3,300,33
randoop,FESCAR-17,com.alibaba.fescar.core.protocol.transaction.GlobalBeginResponse,10,111,310713,6243,30086,0,0,0,36,30,83.33333,12,10,83.33333,17,15,88.2353,15,88.2353,2,300,301
randoop,FESCAR-37,com.alibaba.fescar.core.rpc.RpcContext,10,108,303403,2515,9197,0,0,0,94,41,43.617023,34,8,23.529411,32,14,43.75,14,43.75,18,300,92
randoop,FESCAR-6,com.alibaba.fescar.core.rpc.netty.TmRpcClient,1,172,302984,81508,895,0,892,0,179,6,3.3519554,74,2,2.7027028,74,2,2.7027028,0,0.0,74,300,9
randoop,GUAVA-206,com.google.common.collect.ImmutableEnumSet,6,113,303560,1046,1547,0,0,0,28,0,0.0,11,0,0.0,21,0,0.0,0,0.0,21,300,16
randoop,PDFBOX-265,org.apache.pdfbox.pdmodel.font.PDType3Font,5,93,301924,157,2,0,0,0,108,1,0.9259259,64,0,0.0,68,0,0.0,0,0.0,68,300,1
randoop,FESCAR-12,com.alibaba.fescar.core.rpc.netty.RpcServerHandler,1,168,307944,11810,20311,0,0,0,26,7,26.923079,8,0,0.0,6,0,0.0,0,0.0,6,300,204
randoop,GUAVA-102,com.google.common.collect.LinkedListMultimap,1,171,303030,680,835,0,0,0,124,81,65.32258,38,19,50.0,61,45,73.77049,0,0.0,61,300,9
randoop,SPOON-32,spoon.MavenLauncher,6,153,302276,7740,329,0,0,0,40,10,25.0,16,1,6.25,15,1,6.666667,0,0.0,15,300,4
randoop,GUAVA-128,com.google.common.base.Throwables,1,151,301819,63,14,0,0,0,92,26,28.260868,38,8,21.052631,41,14,34.146343,14,34.146343,27,300,1
randoop,PDFBOX-278,org.apache.pdfbox.pdfwriter.ContentStreamWriter,7,98,301547,106,49,0,0,0,77,15,19.480518,30,9,30.000002,58,11,18.965517,11,18.965517,47,300,1
randoop,FESCAR-37,com.alibaba.fescar.core.rpc.RpcContext,6,178,303945,2750,9197,0,0,0,94,41,43.617023,34,8,23.529411,32,14,43.75,14,43.75,18,300,92
randoop,PDFBOX-229,org.apache.pdfbox.util.XMLUtil,8,86,301738,73,4,0,0,0,25,10,40.0,4,0,0.0,14,7,50.0,0,0.0,14,300,1
randoop,FESCAR-42,com.alibaba.fescar.core.rpc.DefaultServerMessageListenerImpl,1,110,339273,7426,3355,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,300,34
randoop,PDFBOX-62,org.apache.pdfbox.rendering.PageDrawer,2,115,301891,245,2,0,0,0,662,9,1.3595166,329,2,0.60790277,139,1,0.7194245,1,0.7194245,138,300,1
randoop,PDFBOX-8,org.apache.pdfbox.pdmodel.font.FileSystemFontProvider,9,105,305515,6321,2206,0,0,0,256,81,31.640625,108,27,25.0,155,43,27.741936,43,27.741936,112,300,23
randoop,PDFBOX-8,org.apache.pdfbox.pdmodel.font.FileSystemFontProvider,4,121,305893,7759,2206,0,0,0,256,81,31.640625,108,27,25.0,155,43,27.741936,43,27.741936,112,300,23
randoop,GUAVA-240,com.google.common.collect.FilteredMultimapValues,6,157,301677,37,1,0,0,0,26,1,3.846154,6,0,0.0,12,0,0.0,0,0.0,12,300,1
randoop,PDFBOX-198,org.apache.pdfbox.pdmodel.fdf.FDFAnnotationLine,7,121,302455,2083,4749,0,0,0,144,88,61.11111,82,22,26.82927,92,48,52.173912,48,52.173912,44,300,48
randoop,PDFBOX-26,org.apache.pdfbox.pdmodel.encryption.SecurityProvider,2,94,301433,1052,2,0,0,0,19,9,47.368423,2,1,50.0,2,2,100.0,2,100.0,0,300,1
randoop,SPOON-32,spoon.MavenLauncher,7,117,302099,7821,329,0,0,0,40,10,25.0,16,1,6.25,15,1,6.666667,0,0.0,15,300,4
randoop,FESCAR-5,com.alibaba.fescar.core.protocol.MessageFuture,5,102,303816,2346,5531,0,2123,0,22,14,63.636364,10,4,40.0,13,8,61.538464,8,61.538464,5,300,56
randoop,PDFBOX-220,org.apache.pdfbox.filter.JPXFilter,5,144,301888,159,18,0,0,0,55,3,5.4545455,26,0,0.0,46,0,0.0,0,0.0,46,300,1
